Model,mean_test_score,std_test_score,mean_fit_time,mean_score_time,params
SVC,0.8295677799607073,0.017177145507058938,1.6718480587005615,0.06631717681884766,"{'decision_function_shape': 'ovo', 'kernel': 'rbf', 'C': 1}"
SVC,0.8295677799607073,0.017177145507058938,1.5927266836166383,0.06138851642608643,"{'decision_function_shape': 'ovr', 'kernel': 'rbf', 'C': 1}"
SVC,0.8226915520628684,0.01837850531557123,1.948446798324585,0.07430920600891114,"{'decision_function_shape': 'ovr', 'kernel': 'rbf', 'C': 10}"
SVC,0.8226915520628684,0.01837850531557123,1.7929002046585083,0.06480090618133545,"{'decision_function_shape': 'ovo', 'kernel': 'rbf', 'C': 10}"
SVC,0.8214636542239686,0.022364817375956806,225.00280039310456,0.015601849555969239,"{'decision_function_shape': 'ovr', 'kernel': 'poly', 'C': 10}"
SVC,0.8214636542239686,0.022364817375956806,232.49544394016266,0.01484665870666504,"{'decision_function_shape': 'ovo', 'kernel': 'poly', 'C': 10}"
SVC,0.8209724950884086,0.020383784406582315,237.99475793838502,0.013136935234069825,"{'decision_function_shape': 'ovr', 'kernel': 'poly', 'C': 100}"
SVC,0.8209724950884086,0.020383784406582315,254.66104521751404,0.015123343467712403,"{'decision_function_shape': 'ovo', 'kernel': 'poly', 'C': 100}"
SVC,0.8204813359528488,0.018697193094203195,1.8188795804977418,0.06636593341827393,"{'decision_function_shape': 'ovr', 'kernel': 'rbf', 'C': 25}"
SVC,0.8204813359528488,0.0246110984853142,202.10608632564544,0.01990354061126709,"{'decision_function_shape': 'ovo', 'kernel': 'poly', 'C': 1}"
SVC,0.8204813359528488,0.0246110984853142,200.12921316623687,0.016893720626831053,"{'decision_function_shape': 'ovr', 'kernel': 'poly', 'C': 1}"
SVC,0.8204813359528488,0.018697193094203195,1.6017412662506103,0.061607861518859865,"{'decision_function_shape': 'ovo', 'kernel': 'rbf', 'C': 25}"
SVC,0.8202357563850687,0.02248767882826083,253.70160105228425,0.017605519294738768,"{'decision_function_shape': 'ovr', 'kernel': 'poly', 'C': 50}"
SVC,0.8202357563850687,0.018768163541660145,1.8855087280273437,0.0751054048538208,"{'decision_function_shape': 'ovr', 'kernel': 'rbf', 'C': 50}"
SVC,0.8202357563850687,0.02248767882826083,252.74463620185853,0.018401741981506348,"{'decision_function_shape': 'ovo', 'kernel': 'poly', 'C': 50}"
SVC,0.8202357563850687,0.018768163541660145,1.6023427486419677,0.06157596111297607,"{'decision_function_shape': 'ovo', 'kernel': 'rbf', 'C': 50}"
SVC,0.8202357563850687,0.018541750411073688,1.6856587648391723,0.06176555156707764,"{'decision_function_shape': 'ovo', 'kernel': 'rbf', 'C': 100}"
SVC,0.8202357563850687,0.018541750411073688,1.6520715951919556,0.06893491744995117,"{'decision_function_shape': 'ovr', 'kernel': 'rbf', 'C': 100}"
SVC,0.8194990176817288,0.022734760611904478,248.96010055541993,0.018021583557128906,"{'decision_function_shape': 'ovo', 'kernel': 'poly', 'C': 25}"
SVC,0.8194990176817288,0.022734760611904478,237.10539808273316,0.015672779083251952,"{'decision_function_shape': 'ovr', 'kernel': 'poly', 'C': 25}"
SVC,0.7821709233791748,0.021907440121061116,0.3488572359085083,0.024567794799804688,"{'decision_function_shape': 'ovr', 'kernel': 'linear', 'C': 1}"
SVC,0.7821709233791748,0.021907440121061116,0.4464290618896484,0.02311701774597168,"{'decision_function_shape': 'ovo', 'kernel': 'linear', 'C': 1}"
SVC,0.7819253438113949,0.023185510058383978,8.716617751121522,0.020606064796447755,"{'decision_function_shape': 'ovr', 'kernel': 'linear', 'C': 50}"
SVC,0.7819253438113949,0.023185510058383978,9.173916339874268,0.020700550079345702,"{'decision_function_shape': 'ovo', 'kernel': 'linear', 'C': 50}"
SVC,0.781679764243615,0.023229544239612404,17.286335754394532,0.02115912437438965,"{'decision_function_shape': 'ovo', 'kernel': 'linear', 'C': 100}"
SVC,0.781679764243615,0.023229544239612404,17.2836492061615,0.02064220905303955,"{'decision_function_shape': 'ovr', 'kernel': 'linear', 'C': 100}"
SVC,0.7814341846758349,0.02363112068194126,4.516006517410278,0.020500683784484865,"{'decision_function_shape': 'ovr', 'kernel': 'linear', 'C': 25}"
SVC,0.7814341846758349,0.02363112068194126,4.802154469490051,0.02450435161590576,"{'decision_function_shape': 'ovo', 'kernel': 'linear', 'C': 25}"
SVC,0.781188605108055,0.023458383864330183,2.150803804397583,0.020470333099365235,"{'decision_function_shape': 'ovr', 'kernel': 'linear', 'C': 10}"
SVC,0.781188605108055,0.023458383864330183,2.120735287666321,0.022478413581848145,"{'decision_function_shape': 'ovo', 'kernel': 'linear', 'C': 10}"
SVC,0.08177799607072692,0.009654471061821705,0.4263514280319214,0.042746901512145996,"{'decision_function_shape': 'ovo', 'kernel': 'sigmoid', 'C': 50}"
SVC,0.08177799607072692,0.009654471061821705,0.4764852523803711,0.046149706840515135,"{'decision_function_shape': 'ovr', 'kernel': 'sigmoid', 'C': 25}"
SVC,0.08177799607072692,0.009654471061821705,0.42580451965332033,0.04281086921691894,"{'decision_function_shape': 'ovo', 'kernel': 'sigmoid', 'C': 25}"
SVC,0.08177799607072692,0.009654471061821705,0.46365344524383545,0.042786359786987305,"{'decision_function_shape': 'ovr', 'kernel': 'sigmoid', 'C': 50}"
SVC,0.08177799607072692,0.009654471061821705,0.4498041868209839,0.04682025909423828,"{'decision_function_shape': 'ovr', 'kernel': 'sigmoid', 'C': 10}"
