tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.001504228;0.04;  9582818; 8705221 ;0.91;24.18;
0.001427603;0.02;  9282461; 8467624 ;0.91;47.56;
0.011939626;0.67;361410667;91619398 ;1.36;100.00;
0.011975050;0.67;302271557;05079813 ;1.34;100.00;
0.011974667;0.62;239949814;21500611 ;1.34;91.11;
0.009171754;0.51;362450374;83272167 ;1.33;100.00;
0.009463216;0.56;241274679;21294703 ;1.33;100.00;
0.011975592;0.68;361191289;79481936 ;1.33;100.00;
0.011978452;0.68;362405750;76353446 ;1.31;100.00;
0.011938185;0.68;361459124;476810076; 1.3;100.00;
0.011935362;0.68;361438025;74652928 ;1.31;100.00;
0.011983682;0.68;362433385;75300433 ;1.31;100.00;
0.008532218;0.45;362554231;73335555 ;1.31;100.00;
0.011976080;0.63;240914423;15776334 ;1.31;100.00;
0.008018212;0.46;120116406;58833295 ;1.32;100.00;
0.009734824;0.51;240211478;14466603 ;1.31;100.00;
0.011981444;0.68;361325730;83234254 ;1.34;93.25;
0.011945105;0.68;362571384;479107397; 1.3;100.00;
0.012060127;0.69;361646162;76486116 ;1.32;100.00;
0.011961885;0.69;361381641;475277100; 1.3;100.00;
0.011939717;0.69;362433508;79934099 ;1.32;87.95;
0.011984029;0.69;362522522;479273905; 1.3;97.13;
0.011974460;0.69;301382418;04086023 ;1.34;100.00;
0.007980037;0.46;362547932;80297331 ;1.32;87.30;
0.008022867;0.46;361398962;473394249; 1.3;100.00;
0.005798899;0.35;291105244;87358245 ;1.33;100.00;
0.011973128;0.69;362637777;78472268 ;1.32;100.00;
0.001919817;0.12;362776522;81945665 ;1.33;87.83;
0.008030776;0.46;243177776;19763790 ;1.31;100.00;
0.011943523;0.69;240169163;15889003 ;1.32;100.00;
0.011977449;0.69;362302596;480656207; 1.3;95.82;
0.011938346;0.63;240224281;18390827 ;1.33;100.00;
0.011976268;0.70;361354286;68079876 ;1.30;100.00;
