tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.011971012;0.72;362333378;68086641 ;1.29;78.79;
0.011971315;0.71;362479955;71481369 ;1.30;88.24;
0.011911469;0.72;361382390;64623852 ;1.29;100.00;
0.011931389;0.71; 43575028;60782174 ;1.39;100.00;
0.009644250;0.60;361420635;63059634 ;1.28;100.00;
0.007974088;0.48;361274048;69064559 ;1.30;100.00;
0.007985976;0.48;361438701;75239924 ;1.31;87.01;
0.007986903;0.47;361475248;61557675 ;1.28;100.00;
0.004453033;0.24;264519775;39089863 ;1.28;100.00;
0.011974035;0.71;361362990;63799097 ;1.28;89.18;
0.011973771;0.72;362375315;66896406 ;1.29;100.00;
0.011964604;0.72;362836536;69264337 ;1.29;100.00;
0.011935502;0.71;361220198;78724492 ;1.33;100.00;
0.011961628;0.73;363226466;29262634 ;1.18;76.50;
0.011982825;0.74;361248607;62554063 ;1.28;74.55;
0.008018326;0.48;362590304;72778906 ;1.30;100.00;
0.011936521;0.71;265974768;47111773 ;1.31;86.61;
0.011960069;0.73;239837127;10741386 ;1.30;87.30;
0.011927777;0.72;240023865;15595753 ;1.31;100.00;
0.007976423;0.48;362428435;76736637 ;1.32;87.50;
0.007972358;0.49;361455274;68871723 ;1.30;100.00;
0.008022447;0.48;361363643;64930869 ;1.29;100.00;
0.011939754;0.73;362614392;76443002 ;1.31;100.00;
0.007978385;0.48;305236009;97080654 ;1.30;100.00;
0.011971688;0.72;362355459;74695413 ;1.31;91.63;
0.011953824;0.65;362423593;69122339 ;1.29;90.83;
0.011966283;0.73;361261825;65717314 ;1.29;100.00;
0.011970723;0.71;362425478;74452951 ;1.31;100.00;
0.011936374;0.72;142148890;85123024 ;1.30;95.21;
0.019023256;1.14;240075516;10970280 ;1.30;95.65;
0.011974712;0.73;241091749;10629405 ;1.29;95.56;
0.011969463;0.71;362586052;69023499 ;1.29;100.00;
0.003971951;0.24;361371135;67275047 ;1.29;100.00;
0.007972678;0.48;362530241;68059897 ;1.29;100.00;
0.011973000;0.72;241113645;09574110 ;1.28;100.00;
0.007930875;0.48;241950452;12155338 ;1.29;86.67;
0.018786146;1.08;352133989;55386640 ;1.29;88.64;
0.019973684;1.19;362544109;70456361 ;1.30;100.00;
0.001493072;0.06;361204077;66762556 ;1.29;87.50;
0.011944958;0.72;362338751;69772439 ;1.30;100.00;
0.011970642;0.73;362476675;74465886 ;1.31;87.30;
0.006210548;0.35;241768239;15196927 ;1.30;100.00;
0.008018900;0.49;362507206;68405702 ;1.29;100.00;
0.011941270;0.73;139166350;83086788 ;1.32;89.07;
0.011970651;0.73;272840501;47784130 ;1.27;95.50;
0.010218871;0.61;361304311;65712935 ;1.29;100.00;
0.011972787;0.73;361192171;63223284 ;1.28;91.64;
0.009550170;0.61;362543556;75026973 ;1.31;100.00;
0.011977007;0.72;361132298;77150731 ;1.32;75.44;
0.011967292;0.73; 42937610;61562836 ;1.43;87.50;
0.007986852;0.48;411222649;533438430; 1.3;92.20;
0.011972099;0.72;241164271;09799197 ;1.28;100.00;
0.011982373;0.72;361311746;63601587 ;1.28;87.93;
0.011939466;0.73;361348321;56532656 ;1.26;50.00;
0.009162692;0.55;361161165;64099666 ;1.29;100.00;
0.011972516;0.71;362525427;74452017 ;1.31;0.00;
0.011972667;0.73;361347519;64790392 ;1.29;87.50;
0.006264416;0.35;361200490;62141820 ;1.28;100.00;
0.011973542;0.72;361332847;69414638 ;1.30;100.00;
0.008021815;0.47;361435445;80617039 ;1.33;100.00;
0.009842440;0.61;362307302;56592561 ;1.26;100.00;
0.011968945;0.72;361360060;62671410 ;1.28;91.52;
0.008014871;0.49;242008320;11683172 ;1.29;91.46;
0.008030986;0.48;399141433;24249075 ;1.31;100.00;
0.011937490;0.73;277529924;60330956 ;1.30;100.00;
0.007969202;0.48;278052889;62152546 ;1.30;94.27;
0.008021000;0.49;361292805;73107360 ;1.31;88.50;
0.011973194;0.72;361256130;69250385 ;1.30;92.60;
0.005367573;0.36;361359027;69801073 ;1.30;96.35;
0.011973323;0.71;361380367;73227635 ;1.31;94.60;
0.011956030;0.73;361289905;69679538 ;1.30;100.00;
0.011933721;0.73;361297694;70543744 ;1.30;100.00;
0.001638607;0.12;361234814;63819380 ;1.28;100.00;
0.011979036;0.65;242833009;15208435 ;1.30;100.00;
0.007934825;0.48;362490458;73560468 ;1.31;87.30;
0.011971611;0.71;362528800;68634092 ;1.29;100.00;
0.019935736;1.14;361648337;69840175 ;1.30;95.99;
0.008059059;0.49; 43915619;64255076 ;1.46;96.29;
0.011933313;0.73;299615010;95338263 ;1.32;89.22;
0.015973104;0.96;361335109;64348965 ;1.29;95.66;
0.011932779;0.73;361234938;65969549 ;1.29;100.00;
0.011935934;0.72;288143320;66003499 ;1.27;87.72;
0.011973107;0.73;362195920;67021179 ;1.29;100.00;
0.019972591;1.20;362510983;72422710 ;1.30;100.00;
0.007944937;0.49;361440752;72236862 ;1.31;100.00;
0.011970737;0.67;361461641;65312839 ;1.29;97.43;
0.013462555;0.86;362643405;25136582 ;1.17;92.00;
0.011969884;0.73;137451170;69940946 ;1.24;100.00;
0.007980863;0.49;361228564;72983482 ;1.31;100.00;
0.009847101;0.61;285793779;79692302 ;1.33;100.00;
0.011926934;0.72;242794467;18499505 ;1.31;100.00;
0.011933853;0.71;348734547;55220869 ;1.31;87.50;
0.011933260;0.73;362520154;77035172 ;1.32;100.00;
0.011937427;0.73;362558567;62894764 ;1.28;100.00;
0.011981827;0.72;411778076;33338146 ;1.30;88.91;
0.005589063;0.37;240004904;09538115 ;1.29;96.87;
0.011971453;0.73;362296730;69952938 ;1.30;88.14;
0.011971578;0.74;361303900;64055267 ;1.28;100.00;
0.003982792;0.25;242621221;15879583 ;1.30;90.89;
0.011971754;0.72;361383856;85713648 ;1.34;75.44;
0.011973750;0.74; 43795193;63365804 ;1.45;88.94;
0.011741669;0.71;361348492;72344138 ;1.31;100.00;
0.007754901;0.43;362551794;71085465 ;1.30;51.72;
0.009440162;0.61;361326791;64397138 ;1.29;97.24;
0.011967292;0.73;257533945;16737003 ;1.23;87.50;
0.008017791;0.49;267738789;54245813 ;1.32;91.59;
0.007996343;0.49;361233056;78426813 ;1.32;97.34;
0.011930344;0.74;240198596;82118106 ;1.17;87.30;
0.011973692;0.73;361270992;70639858 ;1.30;100.00;
0.011975822;0.72;242790746;14097729 ;1.29;93.31;
0.011972783;0.74;362341405;70875058 ;1.30;88.39;
0.011970839;0.74;361303594;68181285 ;1.30;87.50;
0.007470503;0.49;362489561;68700852 ;1.29;91.42;
0.011932969;0.74;138658807;79671065 ;1.30;96.77;
0.007978092;0.49;310788463;05851323 ;1.31;94.71;
0.007997880;0.49;361279348;72544477 ;1.31;87.01;
0.011953616;0.74;361138781;63787727 ;1.28;100.00;
0.011938939;0.73;362518287;69913942 ;1.30;88.14;
0.011932924;0.74;317257939;15812675 ;1.31;100.00;
0.010556495;0.67;361316618;70540818 ;1.30;100.00;
0.008019045;0.49;361314803;70690690 ;1.30;100.00;
0.008038050;0.48;361432562;71537243 ;1.30;87.50;
0.008323417;0.49;361233522;77283990 ;1.32;87.90;
0.011981578;0.72;361502820;75766470 ;1.32;100.00;
0.011970391;0.74;361522930;77750756 ;1.32;100.00;
0.007974577;0.49;361235803;72762062 ;1.31;100.00;
0.008419251;0.55;120025319;59320892 ;1.33;94.76;
0.011953274;0.73;241181344;14449147 ;1.30;100.00;
0.011934215;0.73;128199527;68599647 ;1.32;100.00;
0.010105040;0.61;322227840;18963920 ;1.30;92.93;
0.008021987;0.49;183897811;40304528 ;1.31;100.00;
0.011958979;0.72;321279998;20466024 ;1.31;100.00;
0.008651303;0.53;361227398;75094558 ;1.32;100.00;
0.011977494;0.73;292243883;80002550 ;1.30;85.71;
0.011975911;0.72;361509233;62115768 ;1.28;0.00;
0.011934831;0.73;242460175;10707647 ;1.28;86.67;
0.011933265;0.73;362430820;64430578 ;1.28;88.57;
0.011971707;0.74;362480064;63420443 ;1.28;100.00;
0.009240083;0.60;361350096;61153485 ;1.28;93.91;
0.011934496;0.74;362484633;60180561 ;1.27;88.65;
0.011973844;0.74;241213721;07677220 ;1.28;88.21;
0.011964795;0.72;362520326;63678925 ;1.28;87.50;
0.011925295;0.74;361149621;76106919 ;1.32;100.00;
0.011933141;0.72;362467076;67585290 ;1.29;100.00;
0.011975456;0.72;362454145;76026085 ;1.31;100.00;
0.011972543;0.67;362484388;67775163 ;1.29;97.59;
0.011972143;0.68;272243142;53302776 ;1.30;85.48;
0.011932385;0.67; 43743051;63175390 ;1.44;100.00;
0.011971756;0.73;405828996;30609888 ;1.31;100.00;
0.007984455;0.49;362722652;66403116 ;1.29;87.50;
0.006146788;0.41;362522741;65003289 ;1.28;100.00;
0.011971735;0.74;362457837;62747137 ;1.28;94.84;
0.009425674;0.62;361381429;65889401 ;1.29;100.00;
0.011979254;0.73;362438619;63669012 ;1.28;100.00;
0.004019136;0.25;184517365;25427681 ;1.22;100.00;
0.007954539;0.49;362415947;65236113 ;1.28;100.00;
0.011972243;0.73;361382517;67776443 ;1.29;100.00;
0.011935730;0.73;254025503;28453091 ;1.29;0.00;
0.009764880;0.55;195605502;54828911 ;1.30;88.33;
0.011971878;0.72;362474906;69342806 ;1.29;75.44;
0.012887842;0.72;361444134;67510057 ;1.29;91.48;
0.007964298;0.49;159119950;14331074 ;1.35;100.00;
0.011976503;0.74;361138383;64239888 ;1.29;74.07;
0.011975904;0.74;259195164;35086011 ;1.29;88.66;
0.011973492;0.72;362404314;64323003 ;1.28;100.00;
0.011973460;0.74; 47564386;63088851 ;1.33;100.00;
0.011978478;0.73;119854174;57824487 ;1.32;100.00;
0.005399670;0.37;361390821;76886899 ;1.32;100.00;
0.011935505;0.74;266779805;33748001 ;1.25;88.72;
0.011970490;0.73;156867439;12793363 ;1.36;87.50;
0.001469296;0.12; 43204324;61163574 ;1.42;88.48;
0.001495050;0.12; 90189183;23806764 ;1.37;87.64;
0.001469692;0.12; 42961454;60943256 ;1.42;75.00;
0.001461397;0.12; 42902401;60848744 ;1.42;91.07;
0.001974574;0.12; 43635919;63944694 ;1.47;87.72;
0.005787464;0.29; 38264381;62790960 ;1.64;68.48;
0.001512844;0.06; 37353023;61098701 ;1.64;85.90;
0.001480030;0.06; 34721274;46559816 ;1.34;82.50;
0.001371365;0.11; 36820258;54951269 ;1.49;75.00;
0.001517049;0.12; 37865347;62664138 ;1.65;88.90;
0.001392983;0.06; 38245965;62085956 ;1.62;86.34;
0.001640522;0.06;144551764;05952958 ;1.42;82.50;
0.001521032;0.12; 37989148;61821664 ;1.63;81.58;
0.001498278;0.06; 32997882;60523276 ;1.83;85.42;
0.001382963;0.06; 30233572;47318767 ;1.57;87.01;
0.001371812;0.06; 30552175;45968308 ;1.50;81.25;
0.001476979;0.12; 31627448;59485064 ;1.88;100.00;
0.001476158;0.12; 31596318;62921262 ;1.99;86.27;
0.001507396;0.12; 32050733;61772944 ;1.93;80.32;
0.001505416;0.06; 32323010;61549135 ;1.90;81.42;
0.001507672;0.12; 37891791;58725712 ;1.55;82.03;
0.001591745;0.11; 31608264;62308457 ;1.97;79.66;
0.002344128;0.12; 32603440;61035178 ;1.87;84.29;
0.001421686;0.11; 31454784;47185316 ;1.50;79.45;
0.002529847;0.12; 32688439;60500692 ;1.85;0.00;
0.001461468;0.05; 30476575;45013934 ;1.48;85.45;
0.008384847;0.42; 32062321;48980779 ;1.53;63.24;
0.001529317;0.12; 32178089;60649093 ;1.88;100.00;
0.001686562;0.11; 30324540;45912177 ;1.51;77.25;
0.001429424;0.05; 29502947;44569651 ;1.51;79.10;
0.002383448;0.10; 31897497;63030063 ;1.98;70.31;
0.001561736;0.12; 31556044;61966413 ;1.96;85.71;
0.001551349;0.06; 29822651;47703369 ;1.60;73.85;
0.001422880;0.11; 30032185;46245610 ;1.54;85.34;
0.001958595;0.12; 32762299;63054517 ;1.92;100.00;
0.001389700;0.05; 75237205;82378087 ;2.42;80.09;
0.001524857;0.12; 32211059;60533184 ;1.88;71.78;
0.001399175;0.11; 26303151;61903112 ;2.35;55.17;
0.001539191;0.10; 27605955;42870984 ;1.55;71.71;
0.001501738;0.12; 25788958;61366457 ;2.38;72.78;
0.002327938;0.12; 26080716;61974350 ;2.38;81.10;
0.001642430;0.11; 32992266;57655277 ;1.75;74.21;
0.001367478;0.11; 24740514;45223151 ;1.83;80.00;
0.001506296;0.06; 26118748;61506430 ;2.35;73.84;
0.001436084;0.05; 23951836;46506165 ;1.94;100.00;
0.001481160;0.10; 23513788;50067540 ;2.13;65.72;
0.001419035;0.05; 18382469;44427480 ;2.42;100.00;
0.001382834;0.05; 19469356;47152414 ;2.42;65.97;
0.001430789;0.10; 19164337;44365715 ;2.32;75.71;
0.001490582;0.10; 20308728;46437305 ;2.29;74.80;
0.001410047;0.05; 21123721;41670549 ;1.97;66.42;
0.001376601;0.10; 19844241;44771041 ;2.26;100.00;
0.001380077;0.05; 19382620;46155174 ;2.38;63.16;
0.001368170;0.05; 19896842;45723578 ;2.30;63.16;
0.001366475;0.05; 20366094;46589612 ;2.29;72.87;
0.001380263;0.10; 19908714;50052899 ;2.51;77.42;
0.001385694;0.10; 20432650;47812976 ;2.34;80.00;
0.001397725;0.05; 18309748;45159614 ;2.47;65.55;
0.001420832;0.06; 18624061;46038888 ;2.47;0.00;
0.001399572;0.11; 18109237;45931762 ;2.54;65.42;
0.001385802;0.11; 18933238;46841596 ;2.47;62.50;
0.001382017;0.05; 19222381;46548400 ;2.42;66.21;
0.001374566;0.05; 22455598;43867730 ;1.95;64.36;
0.001371813;0.10; 19193204;48402959 ;2.52;63.90;
0.001371101;0.05; 19075309;44816115 ;2.35;0.00;
0.001400959;0.05; 19824857;44977184 ;2.27;65.80;
0.001389905;0.11; 18343962;42333377 ;2.31;70.98;
0.001385644;0.05; 21567180;43340101 ;2.01;65.77;
0.001371618;0.04; 19749890;46926638 ;2.38;64.13;
0.001433570;0.11; 18546252;44927607 ;2.42;73.37;
0.001370484;0.05; 19149486;45426337 ;2.37;64.71;
0.001389313;0.05; 18145990;42698129 ;2.35;0.00;
0.001387438;0.11; 21118447;46393696 ;2.20;77.42;
0.001405985;0.11; 18534885;43821265 ;2.36;63.99;
0.001385144;0.05; 20180350;44571200 ;2.21;68.55;
0.001370713;0.05; 19340073;50327970 ;2.60;69.57;
0.001396799;0.05; 20353160;51226556 ;2.52;0.00;
0.001371091;0.05; 19270359;46844268 ;2.43;75.86;
0.001388836;0.05; 21658490;45079391 ;2.08;0.00;
0.001403837;0.05; 18843770;44243473 ;2.35;73.99;
0.001374829;0.11; 21881316;45205589 ;2.07;77.42;
0.001372763;0.05; 18399164;44295635 ;2.41;73.94;
0.001371400;0.05; 18983001;45651182 ;2.40;75.00;
0.001468057;0.09; 21077720;36412369 ;1.73;76.49;
0.001431764;0.05; 20461994;47709017 ;2.33;67.37;
0.001473188;0.05; 18695366;43811950 ;2.34;100.00;
0.001374749;0.05; 19970109;51311745 ;2.57;66.43;
0.001440584;0.05; 20873579;47872090 ;2.29;70.83;
0.001384772;0.11; 19997354;47267948 ;2.36;72.01;
0.001372295;0.10; 21286416;47299158 ;2.22;73.80;
0.001376508;0.05; 20975110;49120450 ;2.34;0.00;
0.001417172;0.05; 19079079;45075441 ;2.36;67.01;
0.001386616;0.05; 20826889;51256798 ;2.46;66.12;
0.001402638;0.05; 20786353;45986374 ;2.21;71.89;
0.001409824;0.05; 22249708;55648057 ;2.50;52.48;
0.001388340;0.05; 20598354;51204500 ;2.49;50.00;
0.001383802;0.05; 20222198;50456818 ;2.50;72.14;
0.001500351;0.05; 19573286;46589389 ;2.38;65.45;
0.001411601;0.11; 18261383;44021310 ;2.41;50.00;
0.001433730;0.11; 19111427;44349522 ;2.32;68.76;
0.001379487;0.10; 20356542;46944318 ;2.31;72.53;
0.001400685;0.05; 32372844;69912551 ;2.16;65.94;
0.001380899;0.05; 18602004;46361065 ;2.49;45.28;
0.001382354;0.05; 19559421;44567234 ;2.28;66.36;
0.001370667;0.05; 20634756;49588780 ;2.40;66.35;
0.001381685;0.10; 21842148;48943285 ;2.24;68.26;
0.001370541;0.05; 18234533;44046778 ;2.42;58.33;
0.001394192;0.05; 19524300;49097805 ;2.51;48.84;
0.001402942;0.10; 19926685;50131522 ;2.52;62.87;
0.001737724;0.10; 19212977;43123500 ;2.24;77.42;
0.001403123;0.05; 19322319;46390662 ;2.40;66.73;
0.001426351;0.10; 19136591;44983011 ;2.35;63.27;
0.001372943;0.05; 18247155;41751484 ;2.29;69.71;
0.001369523;0.05; 18559546;42089575 ;2.27;74.96;
0.001376963;0.05; 21665082;42334601 ;1.95;66.71;
0.001378245;0.10; 18286182;44254218 ;2.42;65.31;
0.001371850;0.05; 18913721;50138955 ;2.65;71.64;
0.001479902;0.10; 18374508;45551928 ;2.48;60.00;
0.001386562;0.10; 20677176;48060144 ;2.32;65.54;
0.001374076;0.10; 19318517;48700399 ;2.52;74.54;
0.001398758;0.10; 20515606;50081731 ;2.44;63.16;
0.001391627;0.10; 19775907;45419926 ;2.30;64.17;
0.001370381;0.05; 18673580;44530247 ;2.38;70.97;
0.001387035;0.05; 19109043;44620488 ;2.34;44.00;
0.001387162;0.05; 19006102;44324506 ;2.33;100.00;
0.001382903;0.05; 19704434;45201802 ;2.29;60.00;
0.001438455;0.05; 20557251;46786708 ;2.28;100.00;
0.001386923;0.05; 20074480;48262244 ;2.40;74.24;
0.001370435;0.05; 19344856;44632915 ;2.31;63.16;
0.001369694;0.05; 19971308;45982747 ;2.30;67.63;
0.001388691;0.10; 20567703;41874075 ;2.04;65.36;
0.001441845;0.10; 21801763;42007047 ;1.93;73.06;
0.001400181;0.05; 19686145;44539265 ;2.26;63.16;
0.001384850;0.10; 20671425;50957463 ;2.47;0.00;
0.001366619;0.05; 21652701;50364075 ;2.33;61.76;
0.001369394;0.05; 21891813;43094305 ;1.97;65.53;
0.001401032;0.11; 19792998;44726150 ;2.26;70.14;
0.001397527;0.05; 20532972;48425396 ;2.36;74.47;
0.001370765;0.10; 22407786;43867266 ;1.96;77.42;
0.001369176;0.11; 18508057;43908898 ;2.37;73.33;
0.001383616;0.05; 21638796;43709003 ;2.02;77.42;
0.001393321;0.05; 22124718;45270071 ;2.05;73.25;
0.001385473;0.11; 20330951;51834741 ;2.55;73.95;
0.001395873;0.10; 19265538;45036309 ;2.34;76.76;
0.001369461;0.05; 22828355;44757884 ;1.96;63.16;
0.001376167;0.05; 18431738;44447178 ;2.41;70.27;
0.001384808;0.05; 18400910;43611388 ;2.37;66.18;
0.001426506;0.10; 20719839;45973119 ;2.22;77.42;
0.001373486;0.10; 20253996;48396966 ;2.39;71.79;
0.001390924;0.10; 23977672;43408315 ;1.81;54.69;
0.001378967;0.11; 19745016;43468156 ;2.20;72.98;
0.001444980;0.10; 19301149;44046011 ;2.28;60.00;
0.001384459;0.05; 22588725;45168158 ;2.00;68.68;
0.001382614;0.05; 18366969;43650163 ;2.38;70.70;
0.001394484;0.06; 18923621;42601253 ;2.25;0.00;
0.001399812;0.10; 18518969;42958866 ;2.32;65.19;
0.001388975;0.05; 21694318;43746884 ;2.02;66.28;
0.001382499;0.11; 20505915;40774672 ;1.99;73.01;
0.001382852;0.11; 18896442;43374433 ;2.30;77.42;
0.001389306;0.11; 18469746;43546351 ;2.36;64.88;
0.001384887;0.11; 20814490;46141813 ;2.22;71.53;
0.001567682;0.10; 18940252;45507543 ;2.40;67.43;
0.001385672;0.05; 18463211;44707336 ;2.42;70.83;
0.001424872;0.05; 18894177;45603936 ;2.41;70.95;
0.001402844;0.05; 19407170;45397795 ;2.34;58.82;
0.001574642;0.10; 18935133;44971857 ;2.38;71.09;
0.001510368;0.10; 19877527;47821066 ;2.41;78.12;
0.001692458;0.10; 18850515;44741588 ;2.37;77.42;
0.001415312;0.11; 21775368;48832950 ;2.24;42.86;
0.001422094;0.05; 18933290;48547530 ;2.56;51.16;
0.001407942;0.05; 18737176;45966072 ;2.45;65.36;
0.001387020;0.11; 24711261;42827066 ;1.73;47.51;
0.001418654;0.05; 18938431;46143954 ;2.44;73.45;
0.001465696;0.10; 18490301;45469008 ;2.46;36.00;
0.001438505;0.11; 18777227;46028728 ;2.45;66.61;
0.001446842;0.05; 19815241;46816931 ;2.36;67.79;
0.001439175;0.11; 23147891;49618308 ;2.14;65.73;
0.001406297;0.05; 19062976;44963856 ;2.36;37.50;
0.001387117;0.05; 19548340;49258658 ;2.52;72.43;
0.001417992;0.05; 18520650;48090312 ;2.60;73.54;
0.001373415;0.05; 23029414;45950213 ;2.00;62.16;
0.001385397;0.05; 18012551;43731098 ;2.43;62.11;
0.001386982;0.10; 18340513;44389120 ;2.42;65.19;
0.001374940;0.05; 21116253;50004601 ;2.37;100.00;
0.001512931;0.05; 19072266;44926215 ;2.36;71.42;
0.001459793;0.05; 18378654;44760030 ;2.44;66.85;
0.001414461;0.05; 19657969;49379732 ;2.51;60.00;
0.001377026;0.05; 23378120;43977822 ;1.88;64.77;
0.001392507;0.10; 29641368;70107480 ;2.37;64.10;
0.001387350;0.05; 20364373;48235707 ;2.37;62.16;
0.001385900;0.05; 20829202;50136569 ;2.41;64.10;
0.001373335;0.05; 20278880;47303124 ;2.33;81.08;
0.001406283;0.10; 20436698;47075189 ;2.30;46.67;
0.001373792;0.05; 20807827;48199231 ;2.32;72.65;
