tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.001496150;0.06;  9338632; 7707368 ;0.83;26.30;
0.001541510;0.06;  8743150; 7726456 ;0.88;0.00;
0.001546206;0.01;  3404686; 1515753 ;0.45;;
0.001435288;0.01; 12705748; 8822861 ;0.69;;
0.001420254;0.03; 32320762;23320156 ;0.72;;
0.001450645;0.03; 13980654;11520874 ;0.82;;
0.001413970;0.02; 15799724;15677320 ;0.99;;
0.001465351;0.02;  8680204;10879735 ;1.25;;
0.001496375;0.02;  8342008;12510379 ;1.50;;
0.001423908;0.04; 19390287;17620736 ;0.91;;
0.001478859;0.02;  8536615;12210716 ;1.43;;
0.001499304;0.02;  9221884;13074663 ;1.42;;
0.001505408;0.01;  8513760;11741797 ;1.38;;
0.001467173;0.03;  7404147; 3352925 ;0.45;;
0.001413815;0.02; 17100045;13136069 ;0.77;;
0.001516996;0.01;  9577849;12233312 ;1.28;;
0.001450789;0.02; 11926900;10237625 ;0.86;;
0.001503424;0.01;  9546735;13322238 ;1.40;;
0.001462276;0.02; 11817112;12322093 ;1.04;;
0.001439113;0.04; 20354317;12846060 ;0.63;;
0.001458262;0.01; 10264040;11382226 ;1.11;;
0.001461011;0.02;  9171775;11054278 ;1.21;;
0.001487063;0.02;  9220719;11409204 ;1.24;;
0.001485019;0.01;  8865769;11952096 ;1.35;;
