tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.001743741;0.07;  8599400;14650752 ;1.70;30.04;
0.001477701;0.06;  9773807;12938270 ;1.32;43.23;
0.001582162;0.02; 16563677; 8198208 ;0.49;;
0.001485502;0.01; 11801547;11477467 ;0.97;;
0.001466357;0.01;  9410830;12079267 ;1.28;;
0.001391316;0.02;  8077793;12088631 ;1.50;;
0.001466935;0.01;  8241037;12134578 ;1.47;;
0.001600275;0.01;  8598827;12483519 ;1.45;;
0.001474674;0.02;  8677004;12549675 ;1.45;;
