tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.001554780;0.05;  8672279; 7410679 ;0.85;21.05;
0.001615588;0.06; 24040583;21364475 ;0.89;29.24;
0.008030273;0.44;362640586;84318341 ;1.34;91.70;
0.011979849;0.66;361287749;85064133 ;1.34;97.15;
0.008449339;0.44;240128059;22437784 ;1.34;88.72;
0.001585886;0.05;362461811;83299294 ;1.33;100.00;
0.011777103;0.61;361381247;83470000 ;1.34;100.00;
0.011971923;0.66;361479671;83494694 ;1.34;88.62;
0.011973882;0.66;241479598;24113315 ;1.34;100.00;
0.011974882;0.66;361105460;78808055 ;1.33;100.00;
0.008016817;0.45;362424984;78113677 ;1.32;100.00;
0.011932653;0.66;361240799;70648422 ;1.30;87.50;
0.011975555;0.66;319255775;18274838 ;1.31;86.67;
0.008028829;0.44;321388407;17010777 ;1.30;88.38;
0.011933760;0.67;334650989;41893360 ;1.32;100.00;
0.011936507;0.66;362736389;69974322 ;1.30;100.00;
0.011972005;0.67;362448672;77785517 ;1.32;86.89;
0.008029356;0.45;362402240;80625022 ;1.33;100.00;
0.011975365;0.67;362492039;76556121 ;1.31;95.87;
0.011972644;0.67;361432833;77872944 ;1.32;100.00;
0.008592906;0.50;221366815;88589834 ;1.30;100.00;
0.011904144;0.67;362452934;81945751 ;1.33;100.00;
0.011977658;0.67;362616962;80278354 ;1.32;100.00;
0.004558366;0.22;132258409;75876645 ;1.33;100.00;
0.011975898;0.67;253572217;39404192 ;1.34;100.00;
0.011965606;0.67;362480746;80437129 ;1.33;100.00;
0.011980393;0.68;361366327;77664667 ;1.32;100.00;
0.011972607;0.67;362513255;480373483; 1.3;100.00;
0.011940100;0.62;361188217;80231132 ;1.33;87.88;
0.011971060;0.62;138639125;81441984 ;1.31;100.00;
0.011974645;0.67;142786801;89007183 ;1.32;91.47;
0.008021580;0.45;361348877;77680993 ;1.32;100.00;
0.011979501;0.68;362431430;77622868 ;1.32;100.00;
0.011978789;0.68;183380186;44150470 ;1.33;100.00;
0.011973301;0.67;361437143;71919456 ;1.31;87.95;
0.010667466;0.62;241448969;13219335 ;1.30;87.50;
0.008910461;0.51;361423965;69365830 ;1.30;87.50;
0.011935605;0.62;361149528;74265004 ;1.31;92.81;
0.011946380;0.68;370568380;484795744; 1.3;91.42;
0.011965548;0.62;362407561;90577113 ;1.35;100.00;
0.011973548;0.68;362562741;77558155 ;1.32;100.00;
0.011974660;0.68;362568330;70836392 ;1.30;99.00;
0.011975839;0.68;362517355;71256602 ;1.30;100.00;
0.007941067;0.45;361378200;71655436 ;1.31;86.79;
0.011990533;0.68;362600797;475080889; 1.3;87.32;
0.003973107;0.23;362570432;72305077 ;1.30;87.34;
0.011969485;0.68;362518636;78719042 ;1.32;87.50;
0.011977486;0.69;361405090;73460804 ;1.31;100.00;
0.003970713;0.23;361568107;467486368; 1.2;100.00;
0.011931787;0.68;361352881;78751498 ;1.32;75.00;
0.009321861;0.57;361236672;75788011 ;1.32;92.78;
0.015984094;0.91;241562702;15836740 ;1.31;100.00;
0.007977341;0.46;362447174;73172663 ;1.31;100.00;
0.011974296;0.69;242629560;22404109 ;1.33;100.00;
0.011937652;0.69;278044506;66250020 ;1.32;93.97;
0.011933339;0.69;362472567;74849927 ;1.31;100.00;
0.004463742;0.29;362748167;73939492 ;1.31;100.00;
0.011937814;0.69;361338992;68853968 ;1.30;100.00;
0.011935435;0.69;241462472;22239757 ;1.33;87.50;
0.007982667;0.46;362497342;84154825 ;1.34;100.00;
0.005419351;0.29;361290716;74453836 ;1.31;100.00;
0.011938880;0.69;241464762;18064628 ;1.32;87.18;
0.011939546;0.69;362477045;478585902; 1.3;91.99;
0.011940862;0.69;361377827;73568122 ;1.31;100.00;
0.011978938;0.69;362648208;76601775 ;1.31;100.00;
0.011975793;0.69;361063243;70882789 ;1.30;100.00;
0.011940285;0.70;362401971;468888442; 1.2;95.15;
0.011972527;0.70;362379647;67925917 ;1.29;100.00;
0.011973460;0.69;241305225;15448393 ;1.31;100.00;
0.011977874;0.70;362861442;453921910; 1.2;75.00;
0.011984145;0.70;362572163;67042580 ;1.29;92.39;
0.011954439;0.70;361328428;66503812 ;1.29;100.00;
0.011967160;0.70;361350543;476479610; 1.3;100.00;
0.011973011;0.69;241357302;20628063 ;1.33;87.14;
0.011943416;0.70;361483898;68656741 ;1.30;94.33;
0.001469592;0.06;362454230;72759996 ;1.30;87.50;
0.012306847;0.70;361310221;73862510 ;1.31;65.52;
0.009361535;0.52;362474282;473869700; 1.3;100.00;
0.008021619;0.47;361287962;472077898; 1.3;100.00;
0.011934186;0.70;361240315;68534670 ;1.30;100.00;
0.011977758;0.70;242517414;96212843 ;1.22;100.00;
0.012110257;0.70;242701419;14908732 ;1.30;100.00;
0.011973743;0.70;361392621;73084059 ;1.31;100.00;
0.007936134;0.47;362737691;73223416 ;1.30;100.00;
0.007937161;0.47;361337165;68707153 ;1.30;87.50;
0.008984484;0.53;361323752;73509832 ;1.31;100.00;
0.007941498;0.47;301989666;91260103 ;1.30;100.00;
0.009483865;0.53;361417179;469820929; 1.3;100.00;
0.011943510;0.70;361343608;69557496 ;1.30;100.00;
0.011940123;0.70;362408968;72038335 ;1.30;100.00;
0.009440488;0.59;362478346;79741060 ;1.32;88.18;
0.011936023;0.71;362497885;74860969 ;1.31;88.47;
0.011940620;0.71;361406713;70844847 ;1.30;100.00;
0.011969435;0.71;143991305;78593090 ;1.24;88.33;
