tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.001523051;0.05; 11106820; 8677316 ;0.78;14.52;
0.001430674;0.03; 14786445;11271053 ;0.76;;
0.011936816;0.65;362442579;60566019 ;0.99;100.00;
0.008041039;0.43;243108776;40696039 ;0.99;90.84;
0.011971437;0.66;361169805;50564738 ;0.97;85.11;
0.011933525;0.64;361086287;56724620 ;0.99;100.00;
0.011960977;0.66;340896803;20089141 ;0.94;85.72;
0.001521837;0.07; 14205987;20152111 ;1.42;42.96;
0.001456042;0.04; 14057423;20925825 ;1.49;65.06;
0.001969874;0.08; 13587594;18756988 ;1.38;63.16;
0.001579931;0.04; 14694440;21006858 ;1.43;61.71;
0.001709132;0.04; 13346103;18408435 ;1.38;66.67;
0.001477899;0.04; 20408142;23076862 ;1.13;56.52;
0.002081354;0.08; 20148586;23197045 ;1.15;;
0.001528905;0.03;  8635529;10428938 ;1.21;53.33;
0.001459192;0.03;  9407017;12297049 ;1.31;43.19;
0.001454679;0.03;  9100735;11443267 ;1.26;66.67;
0.001420981;0.02;  9171861; 9999040 ;1.09;100.00;
0.001453231;0.05;  8816763;11786669 ;1.34;43.75;
0.001440735;0.03;  9034972; 9302868 ;1.03;33.09;
0.001430349;0.03;  8716063;10176415 ;1.17;38.88;
0.001447173;0.03;  8837950;10252950 ;1.16;0.00;
0.001530834;0.02; 11080064; 6459734 ;0.58;;
0.001589728;0.01;  3349264; 1609229 ;0.48;;
0.001471882;0.01;  2818542; 1446856 ;0.51;;
