Indices,Accuracy
[4 2 4 6 1],0.789894609593042
[6 2 3 4 3],0.789894203933277
[6 2 3 1 6],0.789893798273512
[5 5 1 6 1],0.789893392613747
[4 4 3 1 1],0.789893392613747
[3 6 3 1 6],0.789892175634452
[4 3 1 3 2],0.789891364314922
[5 1 4 1 4],0.789702326864412
[1 1 3 3 3],0.789699081586292
[1 6 2 4 1],0.789697864606997
[4 6 2 6 4],0.789697053287467
[1 1 4 1 1],0.789696647627702
[5 6 3 1 6],0.789696241967937
[6 2 6 4 4],0.789695430648407
[4 5 1 1 5],0.789694619328877
[6 4 5 1 1],0.789694619328876
[6 5 5 2 1],0.789693402349581
[6 5 1 4 4],0.789693402349581
[3 3 3 3 5],0.789692996689816
[4 3 4 3 1],0.789692591030051
[6 3 4 6 4],0.789692185370286
[3 3 3 3 2],0.789691779710521
[6 2 1 6 1],0.789690562731226
[4 3 3 4 6],0.789690157071461
[4 6 5 3 1],0.789689751411696
[5 4 6 6 1],0.789497874342831
[5 6 1 1 5],0.789497063023301
[6 5 4 5 6],0.789496657363536
[5 5 2 3 2],0.789495846044006
[4 4 1 4 6],0.789491789446356
[5 4 6 1 3],0.789491789446356
[4 5 5 6 5],0.78929828973843
[4 5 3 3 3],0.789297478418901
[4 6 5 1 5],0.789296261439605
[6 6 6 5 2],0.78929504446031
[5 6 6 3 6],0.789294638800545
[4 5 3 6 2],0.789294638800545
[4 6 1 5 1],0.789293016161485
[5 5 5 6 1],0.78929017654313
[3 6 2 6 1],0.7892893652236
[3 3 2 6 1],0.7892893652236
[4 5 3 4 4],0.78909545985591
[6 2 1 6 5],0.789093025897319
[5 5 3 4 5],0.789092620237554
[4 3 1 6 6],0.789092214577789
[3 1 5 6 1],0.789091808918024
[4 5 3 1 2],0.789091808918024
[6 5 4 2 2],0.789091403258259
[5 1 2 5 1],0.789090997598494
[5 6 3 1 3],0.789090591938729
[5 6 6 6 6],0.789090186278964
[6 5 1 5 5],0.788899120529629
[5 4 6 3 5],0.788896280911274
[3 1 2 3 2],0.788894252612449
[4 4 4 6 5],0.788893441292919
[6 2 6 4 5],0.788893035633154
[6 3 1 2 1],0.788893035633154
[6 4 4 2 4],0.788891412994094
[6 5 2 5 5],0.788891412994094
[6 5 1 2 2],0.788891412994093
[6 3 4 4 6],0.788890601674563
[5 1 4 6 4],0.788890196014799
[2 6 2 6 1],0.788890196014799
[5 1 2 2 1],0.788890196014798
[2 6 2 1 2],0.788889790355033
[6 2 6 4 6],0.788889790355033
[2 6 3 3 6],0.788887762056208
[4 3 4 6 1],0.788886545076913
[5 4 6 1 6],0.788886139417148
[5 6 6 3 2],0.788694262348283
[1 1 2 1 2],0.788693451028753
[6 1 5 2 1],0.788691422729928
[5 6 5 1 1],0.788690611410398
[5 5 6 4 1],0.788689394431103
[5 3 3 1 5],0.788688988771338
[4 1 5 3 2],0.788688988771338
[5 4 2 4 1],0.788687771792042
[6 6 4 5 1],0.788687366132278
[4 6 3 4 3],0.788686149152982
[6 3 6 4 3],0.788685337833452
[1 1 2 4 6],0.788684932173687
[5 4 6 6 2],0.788495489063413
[5 6 2 6 2],0.788492649445058
[6 4 1 5 5],0.788491432465762
[6 2 3 2 6],0.788488187187642
[4 5 6 2 2],0.788488187187642
[6 1 1 2 6],0.788487375868112
[4 5 1 4 2],0.788484130589992
[3 1 1 3 1],0.788484130589991
[4 3 3 4 4],0.788482507950931
[6 5 5 3 3],0.788289008243006
[6 2 4 1 6],0.788287791263711
[3 1 6 3 1],0.788286574284416
[6 2 6 4 2],0.788286168624651
[4 2 3 3 2],0.788285762964886
[4 5 5 1 1],0.788284951645356
[4 4 6 1 3],0.788284140325826
[2 6 3 3 2],0.788284140325826
[4 3 3 4 2],0.788282923346531
[6 2 1 4 1],0.78828048938794
[3 3 2 3 1],0.788280083728176
[4 5 6 2 5],0.788093074576491
[5 5 3 3 5],0.788089423638606
[2 6 4 3 2],0.788089017978841
[6 5 1 5 1],0.788088612319076
[2 1 2 3 2],0.788088206659311
[3 4 3 6 5],0.788088206659311
[5 1 6 1 2],0.78808577270072
[4 4 3 1 3],0.78808496138119
[4 3 1 3 4],0.788083744401895
[2 5 2 3 1],0.7880825274226
[1 6 6 4 1],0.788082121762835
[6 3 2 2 5],0.78807928214448
[5 6 4 3 5],0.787892272992795
[5 6 1 3 6],0.787889839034205
[5 1 1 6 2],0.787889027714675
[2 1 3 3 5],0.787887405075615
[5 4 4 1 1],0.787885782436555
[4 6 3 6 4],0.78788537677679
[6 6 5 4 4],0.78788537677679
[6 2 2 4 6],0.787883348477965
[6 5 4 5 1],0.78788213149867
[4 5 3 4 3],0.787881320179139
[4 3 6 3 6],0.787876857921724
[4 2 2 4 5],0.787686603491919
[1 1 3 3 4],0.787685792172389
[6 2 6 1 3],0.787684980852859
[6 5 3 5 1],0.787684980852859
[6 3 6 2 6],0.787684575193094
[4 6 5 1 3],0.787684575193094
[2 6 6 1 2],0.787684575193094
[5 3 3 4 5],0.787684169533329
[6 3 4 3 3],0.787683763873564
[4 3 6 4 6],0.787683358213799
[5 6 3 2 1],0.787682952554034
[2 6 2 3 4],0.787682141234504
[4 6 2 5 1],0.787682141234504
[6 2 1 4 2],0.787680924255209
[1 5 2 3 1],0.787680518595444
[4 5 3 1 3],0.787677678977088
[6 2 6 3 5],0.787490264165639
[5 1 3 5 5],0.787489047186344
[4 1 6 2 5],0.787488641526579
[3 1 4 6 5],0.787485801908223
[3 5 3 6 5],0.787483773609398
[5 5 2 1 4],0.787482150970338
[4 6 5 6 5],0.787482150970338
[5 5 6 6 4],0.787481745310573
[6 3 4 4 4],0.787481745310573
[2 6 4 3 1],0.787481339650808
[5 1 1 1 1],0.787480528331278
[3 6 2 1 5],0.787480528331278
[6 4 5 4 6],0.787476471733628
[4 1 1 5 5],0.787283783345233
[6 4 4 5 5],0.787283377685468
[1 1 2 3 2],0.787283377685468
[4 4 1 4 2],0.787282972025703
[6 6 2 5 6],0.787281755046408
[5 3 3 1 1],0.787279726747582
[6 6 3 5 6],0.787279726747582
[4 3 2 6 4],0.787279321087817
[6 6 3 5 2],0.787278915428052
[5 5 6 3 1],0.787083387421302
[2 1 3 3 2],0.787080953462712
[5 1 4 6 6],0.787080142143182
[4 5 4 4 5],0.787080142143182
[4 2 6 6 4],0.787079736483417
[4 5 1 6 2],0.787079330823652
[3 5 4 3 1],0.787078925163887
[6 2 2 6 3],0.787077302524826
[4 4 3 5 1],0.787077302524826
[6 1 5 5 2],0.787076491205296
[4 2 3 3 6],0.787075679885766
[4 5 5 3 4],0.787074868566236
[6 5 1 1 4],0.786884208476666
[4 1 5 4 4],0.786881368858311
[6 1 4 2 5],0.786879746219251
[5 4 1 3 1],0.786878123580191
[5 5 2 3 6],0.786876906600896
[4 5 1 6 4],0.786876095281366
[4 2 4 3 1],0.786876095281366
[2 6 6 1 6],0.786876095281366
[4 3 1 1 2],0.786875689621601
[6 1 2 5 3],0.786875283961836
[5 5 2 6 6],0.786872850003245
[3 1 2 6 4],0.78687082170442
[5 1 6 4 5],0.786682189913676
[6 6 5 5 1],0.786681378594146
[1 6 2 1 5],0.786678944635555
[5 5 2 6 2],0.78667853897579
[4 5 5 3 1],0.78667853897579
[5 5 2 1 5],0.786678133316025
[6 6 3 2 3],0.78667772765626
[5 4 2 6 6],0.78667691633673
[4 2 2 4 2],0.786675699357435
[4 4 5 6 1],0.786477737392094
[4 4 4 4 2],0.786477331732329
[6 4 1 5 6],0.786476114753034
[4 5 2 4 2],0.786475709093269
[4 3 2 6 3],0.786475303433504
[6 5 5 5 1],0.786474897773739
[4 2 2 4 6],0.786473275134679
[5 2 2 1 1],0.786472463815149
[5 5 6 1 1],0.786282615045109
[5 1 2 4 2],0.786278964107224
[6 3 1 2 4],0.786278152787694
[6 6 1 5 5],0.786277747127929
[5 5 2 1 2],0.786277341468164
[6 5 5 4 4],0.786274501849809
[2 1 3 4 1],0.786274096190043
[5 5 6 3 4],0.786273690530278
[6 4 4 2 6],0.786273284870513
[6 1 5 4 2],0.786273284870513
[4 3 5 6 1],0.786272473550983
[3 4 2 1 1],0.786271662231453
[4 5 1 1 6],0.786270445252158
[4 2 1 6 1],0.786269228272863
[5 4 6 4 2],0.786077756863763
[6 6 2 5 5],0.786076945544233
[5 6 2 3 6],0.786076539884468
[4 5 2 3 3],0.786074917245408
[1 5 3 3 1],0.786073700266113
[4 3 6 3 1],0.786072888946583
[1 6 6 1 1],0.786071671967288
[4 5 5 3 2],0.786071266307523
[4 3 3 1 6],0.786070454987993
[5 3 2 1 6],0.786068832348932
[4 5 1 1 3],0.786068426689167
[4 2 3 6 6],0.786067209709872
[4 6 5 6 2],0.785875332641007
[5 4 4 6 1],0.785873710001947
[4 4 1 4 5],0.785872898682417
[1 1 3 3 2],0.785872898682417
[2 1 3 2 1],0.785871681703122
[6 5 3 2 4],0.785870870383592
[6 3 2 5 2],0.785870870383592
[3 1 6 6 4],0.785869247744532
[4 1 5 1 2],0.785868842084767
[4 5 2 1 3],0.785868842084767
[6 2 4 4 1],0.785868436425002
[6 3 4 6 2],0.785868030765237
[4 3 1 4 2],0.785867625105472
[6 3 2 2 2],0.785866408126176
[3 2 3 6 1],0.785866002466411
[5 1 6 3 2],0.785676153696372
[5 1 3 1 4],0.785673314078017
[6 2 3 2 1],0.785671691438956
[5 3 2 4 6],0.785671285779191
[4 4 6 5 2],0.785670474459661
[1 3 2 6 1],0.785669663140131
[4 3 6 3 4],0.785667634841306
[2 3 3 6 1],0.785666823521776
[5 6 2 1 6],0.785475352112676
[6 3 1 6 3],0.785473729473616
[5 5 1 3 5],0.785473323813851
[5 5 3 3 4],0.785472918154086
[4 5 1 1 4],0.785469672875965
[3 1 6 3 4],0.785468861556435
[4 4 2 6 4],0.785468861556435
[2 6 2 3 5],0.78546683325761
[4 3 3 1 1],0.78546683325761
[4 2 6 1 6],0.78546602193808
[4 3 1 1 1],0.78546521061855
[3 6 1 1 1],0.785462371000195
[3 1 2 6 2],0.785274956188745
[4 1 3 2 2],0.78527211657039
[5 5 2 6 5],0.785270899591095
[6 4 5 4 5],0.785270899591095
[5 4 6 6 4],0.785268465632505
[4 4 1 5 1],0.78526805997274
[5 5 1 3 1],0.785267654312974
[5 4 4 4 1],0.78526724865321
[4 4 3 4 4],0.78526643733368
[3 1 4 1 1],0.785266437333679
[4 1 1 4 3],0.785265626014149
[4 3 2 1 3],0.785265220354385
[4 3 5 1 1],0.785263597715324
[4 1 2 5 4],0.785261975076264
[5 6 6 6 2],0.785075371584345
[6 2 6 3 3],0.78507253196599
[5 4 6 6 6],0.785068881028104
[5 6 1 6 1],0.785067258389044
[6 4 1 5 1],0.785066852729279
[2 4 2 1 1],0.785066852729279
[5 4 3 2 1],0.785066041409749
[4 4 5 3 2],0.785065635749984
[3 6 3 1 4],0.785065230090219
[3 5 2 3 1],0.785065230090219
[3 4 3 3 2],0.785064824430454
[4 6 3 5 1],0.785064824430454
[4 2 1 3 1],0.785064824430454
[4 2 6 4 2],0.785064418770689
[1 3 3 6 1],0.785064418770689
[4 3 1 1 4],0.785064013110924
[4 3 3 6 4],0.785063201791394
[2 1 4 3 1],0.785062796131628
[3 4 6 1 2],0.785062390471863
[2 6 2 1 5],0.785061984812098
[5 4 3 3 6],0.784868485104173
[4 6 6 5 2],0.784868079444408
[5 6 6 6 4],0.784866862465113
[5 1 4 5 1],0.784866456805348
[6 4 5 6 4],0.784866051145583
[5 1 6 1 3],0.784865645485818
[6 6 4 6 3],0.784865645485818
[5 4 2 1 6],0.784864428506523
[3 3 3 6 5],0.784862400207698
[2 1 3 1 1],0.784861588888168
[5 4 2 3 5],0.784670117479068
[5 4 3 3 4],0.784670117479068
[2 1 3 6 2],0.784666872200948
[5 5 6 1 4],0.784666872200948
[5 4 3 6 6],0.784665655221652
[4 1 5 6 3],0.784664843902122
[5 6 3 6 2],0.784664843902122
[6 3 5 6 2],0.784662409943532
[1 6 3 3 4],0.784662409943532
[3 6 6 3 1],0.784660787304472
[3 6 3 1 3],0.784660787304472
[5 5 3 3 3],0.784466476277017
[5 1 3 1 2],0.784466070617252
[3 1 6 1 6],0.784465664957487
[5 6 1 1 2],0.784465259297722
[4 1 1 5 6],0.784464447978192
[5 5 3 2 1],0.784462419679366
[4 4 6 3 3],0.784461202700071
[5 3 3 6 4],0.784460797040306
[6 3 4 1 3],0.784460391380541
[1 4 3 4 1],0.784460391380541
[2 1 3 6 6],0.784457957421951
[6 5 6 5 5],0.784267702992146
[4 6 1 6 4],0.784266891672616
[6 3 1 4 5],0.784264863373791
[5 5 3 3 6],0.784263646394496
[5 1 1 4 1],0.784263240734731
[6 6 2 2 2],0.784261618095671
[6 2 1 1 2],0.784261212435906
[4 4 6 6 3],0.784259995456611
[4 3 6 4 1],0.784259589796846
[4 5 3 6 4],0.784257155838255
[4 2 1 4 1],0.784257155838255
[6 2 3 1 1],0.784255533199195
[3 6 6 6 5],0.784067307068216
[3 1 1 6 5],0.784066090088921
[1 4 2 4 1],0.784064467449861
[3 6 2 3 2],0.784064467449861
[4 4 1 2 1],0.78406446744986
[4 1 5 4 6],0.784063250470565
[3 6 6 6 1],0.784062439151035
[3 6 1 3 2],0.78406203349127
[4 2 6 1 5],0.784061627831505
[2 1 3 6 3],0.784060005192445
[2 5 3 3 1],0.78405959953268
[6 2 3 1 4],0.784058382553385
[5 3 3 4 1],0.784057571233855
[6 2 4 4 2],0.78405716557409
[5 1 1 3 5],0.78386407152593
[6 6 5 3 3],0.783861637567339
[5 5 6 1 2],0.783860014928279
[4 3 5 6 6],0.783858392289219
[6 2 5 1 2],0.783856769650159
[1 4 3 1 1],0.783856363990394
[4 3 6 4 4],0.783852307392744
[3 1 6 6 2],0.783664081261764
[6 3 6 2 5],0.783662864282469
[4 4 2 5 6],0.783660835983644
[5 3 2 1 5],0.783660024664114
[6 4 1 2 2],0.783660024664114
[1 1 3 3 6],0.783659619004349
[3 5 3 4 5],0.783659619004349
[3 1 1 3 5],0.783659213344584
[1 3 2 3 1],0.783658807684819
[4 1 3 5 3],0.783656779385993
[1 4 4 3 1],0.783656779385993
[2 1 1 6 1],0.783655968066463
[6 2 6 4 1],0.783654751087168
[4 3 4 6 6],0.783653939767638
[5 3 2 1 2],0.783652317128578
[3 1 6 3 5],0.783463685337834
[5 6 5 3 1],0.783463685337834
[3 6 6 3 5],0.783462874018303
[4 1 6 5 2],0.783460034399948
[5 2 2 1 2],0.783458006101123
[3 2 3 3 1],0.783457600441358
[2 1 6 6 1],0.783457600441358
[3 1 3 1 6],0.783456383462063
[1 5 2 1 1],0.783456383462063
[4 3 4 1 4],0.783454355163238
[4 4 5 3 1],0.783453949503472
[3 6 4 1 1],0.783448270266762
[2 1 2 6 2],0.783260855455312
[6 6 2 2 5],0.783260855455312
[4 5 5 1 5],0.783258827156487
[5 5 6 4 5],0.783258421496722
[3 1 1 6 6],0.783257610177192
[1 6 2 3 4],0.783257610177192
[6 1 5 4 3],0.783257610177192
[4 3 1 4 6],0.783257204517427
[5 1 5 3 4],0.783256798857662
[6 1 4 5 4],0.783255581878367
[2 1 6 1 4],0.783255581878367
[4 6 4 6 4],0.783255581878367
[5 1 1 3 6],0.783255581878367
[4 3 6 3 5],0.783255176218602
[6 4 4 2 2],0.783254770558837
[5 5 4 4 1],0.783253959239307
[6 1 1 5 4],0.783252336600247
[5 1 5 1 1],0.783055997273966
[3 3 3 6 2],0.783054374634906
[4 3 5 4 1],0.783053968975141
[1 6 5 3 1],0.783053968975141
[6 2 1 6 4],0.783053563315376
[5 2 2 3 6],0.783053157655611
[4 4 3 1 5],0.783052751995846
[4 5 1 5 1],0.783050318037256
[4 3 4 3 4],0.783047884078665
[4 4 2 1 3],0.782856007009801
[4 4 4 6 4],0.782856007009801
[6 2 4 4 4],0.782853978710975
[4 5 5 6 6],0.78285357305121
[1 6 6 3 1],0.78285357305121
[5 1 1 3 3],0.782853167391446
[4 4 1 4 4],0.782852356071915
[3 6 6 3 4],0.782851544752385
[4 4 3 1 6],0.78285032777309
[6 4 1 4 3],0.78284951645356
[5 6 2 4 5],0.782659262023756
[3 6 3 6 2],0.78265398844681
[6 3 6 2 1],0.78265317712728
[4 5 5 3 6],0.782652771467515
[1 6 2 1 4],0.78265155448822
[6 2 6 3 1],0.782647903550334
[6 5 6 5 2],0.782456837801
[6 1 6 2 3],0.782456432141234
[5 6 1 3 4],0.782455620821705
[5 1 6 3 3],0.782454403842409
[4 3 1 4 4],0.782453998182644
[5 4 3 3 3],0.782452781203349
[5 6 2 3 3],0.782452781203349
[6 4 5 4 2],0.782452781203349
[6 3 1 1 3],0.782451969883819
[6 3 5 4 6],0.782451158564289
[4 5 6 2 4],0.782449941584994
[4 5 4 6 4],0.782449535925229
[6 5 3 2 3],0.782449535925229
[4 4 3 4 3],0.782449130265464
[3 6 3 3 3],0.782449130265464
[4 3 3 6 3],0.782448724605699
[5 5 3 1 1],0.782448318945934
[2 5 4 3 1],0.782445884987343
[1 1 5 6 1],0.782445884987343
[3 4 3 1 1],0.782445479327578
[6 3 6 5 5],0.782258064516129
[3 6 4 3 2],0.782255630557539
[4 2 6 3 2],0.782251573959888
[5 1 1 6 6],0.782251573959888
[6 4 4 6 3],0.782250356980593
[4 5 4 1 5],0.782250356980593
[2 1 3 3 4],0.782250356980593
[6 6 1 5 2],0.782249951320828
[5 3 3 6 2],0.782249951320828
[4 2 6 1 4],0.782248734341533
[6 2 1 3 4],0.782248734341533
[4 4 1 1 4],0.782248734341533
[1 3 2 1 1],0.782248328681768
[3 5 4 6 1],0.782246300382943
[5 3 2 6 6],0.782243866424353
[4 5 1 1 2],0.782242649445058
[3 6 6 6 2],0.782051989355488
[4 4 3 3 5],0.782049961056663
[4 5 4 4 4],0.782049961056663
[3 6 2 3 5],0.782048338417602
[4 3 1 6 5],0.782047932757837
[4 4 1 6 5],0.782047121438307
[3 6 6 4 1],0.782046715778542
[4 3 2 3 3],0.782045093139482
[4 3 1 3 6],0.782044687479717
[3 6 3 6 6],0.782043470500422
[3 3 3 4 1],0.782042659180892
[2 6 4 1 1],0.782042253521127
[6 2 6 1 1],0.782040225222301
[4 2 6 4 6],0.782039413902771
[3 1 3 4 5],0.781853621730382
[6 2 1 6 6],0.781849565132732
[4 1 1 2 4],0.781848753813202
[5 5 6 3 2],0.781847536833907
[3 1 2 6 3],0.781846725514377
[1 6 4 6 1],0.781846319854612
[5 4 6 4 4],0.781845914194846
[2 6 3 6 1],0.781843885896021
[6 6 1 4 3],0.781842263256961
[1 6 4 4 1],0.781840234958136
[1 1 2 4 5],0.781649169208801
[5 5 2 6 4],0.781647546569741
[6 5 6 5 1],0.781646735250211
[4 2 4 3 2],0.781646735250211
[4 3 4 1 6],0.781645923930681
[2 6 3 3 4],0.781645112611151
[6 2 1 4 5],0.781645112611151
[4 6 4 4 5],0.781645112611151
[5 5 2 1 6],0.781644301291621
[5 3 1 3 1],0.781643895631856
[1 1 6 3 1],0.781643895631856
[6 3 3 5 4],0.781642272992795
[6 2 2 2 1],0.78164024469397
[4 1 3 2 3],0.781449178944636
[6 2 2 2 2],0.781446744986045
[5 6 1 1 4],0.78144633932628
[6 3 5 4 5],0.781445933666515
[6 2 1 3 6],0.781445122346985
[5 5 3 6 6],0.78144228272863
[6 2 3 2 3],0.781441877068865
[3 6 3 4 6],0.7814414714091
[4 6 3 2 2],0.781441065749335
[3 5 2 1 1],0.78144066008957
[3 1 2 2 1],0.781440254429805
[5 6 4 3 2],0.781247971701175
[5 4 1 4 1],0.781247971701175
[4 5 6 3 3],0.78124756604141
[6 5 6 2 3],0.78124513208282
[5 5 6 1 6],0.78124513208282
[5 4 6 3 6],0.781243915103524
[4 6 5 4 5],0.781243509443759
[4 6 3 6 3],0.781243103783994
[5 4 4 3 6],0.781243103783994
[4 3 1 1 6],0.781237830207049
[1 1 3 1 5],0.781047981437009
[5 6 4 1 2],0.781046764457714
[5 4 3 6 2],0.781043113519829
[1 5 3 4 1],0.781043113519829
[2 1 2 4 6],0.781042707860064
[5 3 4 3 1],0.781042302200299
[6 6 1 2 6],0.781041490880769
[4 3 1 6 2],0.781041085221003
[4 3 4 1 1],0.781040679561238
[4 2 6 3 6],0.781040273901473
[2 5 3 4 1],0.781037839942883
[4 1 4 5 6],0.781037434283118
[3 3 2 3 4],0.781036217303823
[4 3 5 1 2],0.781035000324528
[3 3 3 6 4],0.781035000324528
[4 6 6 2 5],0.780843934575193
[6 3 3 5 3],0.780842311936133
[6 2 5 3 2],0.780841500616603
[5 5 1 6 5],0.780841500616603
[5 6 1 4 1],0.780841094956838
[2 1 3 3 3],0.780840283637308
[5 2 2 3 5],0.780839877977543
[4 2 6 3 4],0.780839066658013
[5 2 3 6 5],0.780838660998248
[6 5 3 5 6],0.780837444018952
[3 4 2 1 2],0.780837038359187
[6 6 1 2 5],0.780644755630558
[5 1 4 3 2],0.780641916012202
[3 1 3 4 6],0.780641510352437
[5 6 4 3 6],0.780641104692672
[5 5 3 3 2],0.780641104692672
[1 6 3 3 6],0.780640699032907
[6 3 2 2 4],0.780637453754787
[4 4 4 3 5],0.780637048095022
[4 3 4 3 2],0.780636642435257
[3 6 3 2 1],0.780633802816901
[4 2 3 1 1],0.780633802816901
[5 5 6 3 5],0.780447199324982
[5 6 1 4 5],0.780443142727332
[3 6 1 1 5],0.780441925748037
[6 2 1 3 3],0.780441520088271
[4 5 5 4 6],0.780441520088271
[6 5 2 5 2],0.780441520088271
[5 6 2 6 5],0.780439897449211
[1 1 6 6 5],0.780438274810151
[4 6 2 4 3],0.780436246511326
[6 2 2 4 4],0.780435029532031
[4 3 2 4 3],0.780434623872266
[5 5 4 1 5],0.780245992081521
[2 3 3 3 1],0.780242341143636
[4 3 4 4 1],0.780237473226456
[5 4 3 1 3],0.780237067566691
[4 4 6 5 6],0.78023706756669
[1 1 5 3 1],0.780236661906925
[1 6 2 1 6],0.780235850587395
[5 4 3 1 5],0.780235850587395
[4 2 2 6 4],0.780235039267865
[3 5 3 1 1],0.7802346336081
[6 4 5 1 3],0.7802346336081
[4 2 6 4 1],0.78023382228857
[2 1 2 6 4],0.780233416628805
[4 4 5 1 1],0.78023219964951
[1 6 1 3 2],0.78023219964951
[5 6 5 1 5],0.780043567858765
[5 1 3 1 6],0.780039511261115
[5 3 6 1 5],0.78003829428182
[6 4 1 6 3],0.780036265982995
[4 2 6 1 1],0.7800350490037
[4 6 2 2 2],0.780033020704874
[2 3 2 1 1],0.780032615045109
[6 2 1 4 6],0.780031803725579
[2 6 2 1 6],0.780031803725579
[6 6 3 5 3],0.780030586746284
[5 3 3 6 6],0.780028964107224
[6 5 1 2 6],0.779838709677419
[4 4 1 1 2],0.779838304017654
[1 4 2 3 1],0.779837492698124
[3 4 2 6 5],0.779836681378594
[6 5 5 6 3],0.779835870059064
[4 4 5 1 6],0.779835464399299
[4 2 3 4 5],0.779835464399299
[1 6 3 3 2],0.779834653079769
[6 4 5 5 1],0.779834247420004
[1 1 6 1 1],0.779833436100474
[3 1 4 3 4],0.779832624780944
[1 1 1 3 6],0.779832219121179
[4 5 2 5 1],0.779826134224703
[3 1 3 2 5],0.779641559031609
[5 5 4 3 5],0.779637502433959
[5 4 3 3 2],0.779637502433959
[5 6 6 4 2],0.779636691114428
[5 6 4 3 4],0.779636285454663
[6 6 2 2 6],0.779634662815603
[3 6 1 3 1],0.779633851496073
[6 3 6 5 6],0.779633445836308
[4 4 4 1 5],0.779632634516778
[3 1 6 1 1],0.779631823197248
[4 4 1 6 6],0.779631417537483
[4 3 3 4 3],0.779629794898423
[5 3 6 1 1],0.779629794898423
[4 2 1 6 6],0.779627360939833
[2 6 6 3 2],0.779437512169793
[5 5 1 3 4],0.779435889530733
[2 4 2 1 2],0.779433455572142
[1 6 6 1 6],0.779433455572142
[5 3 3 1 3],0.779431021613552
[3 4 3 6 2],0.779430615953787
[3 4 3 6 6],0.779430210294022
[6 1 4 2 6],0.779429804634257
[2 1 6 6 4],0.779429804634257
[4 2 3 4 2],0.779429398974492
[5 2 2 1 4],0.779428993314727
[4 6 6 2 4],0.779428587654962
[4 1 3 5 2],0.779237927565392
[4 1 5 4 5],0.779236710586097
[6 2 3 5 5],0.779235899266567
[4 3 1 1 5],0.779231842668917
[2 1 4 1 1],0.779231437009152
[4 3 5 1 5],0.779231437009152
[4 3 5 6 5],0.779231031349387
[3 5 3 3 2],0.779231031349387
[4 3 4 1 2],0.779230220029857
[2 4 2 6 1],0.779230220029857
[3 4 2 6 1],0.779226569091971
[2 6 6 1 1],0.779226163432206
[3 5 2 6 6],0.779226163432206
[4 3 6 1 3],0.779225757772441
[5 3 6 6 1],0.779031446744986
[1 1 6 1 4],0.779031041085221
[3 1 1 3 4],0.779028201466866
[6 6 1 5 6],0.779027390147336
[3 4 2 4 1],0.77902617316804
[5 1 4 1 5],0.778834296099176
[1 6 1 1 5],0.778833079119881
[3 1 6 3 2],0.778831050821055
[3 1 6 4 6],0.77883064516129
[5 1 4 1 2],0.778830239501525
[3 6 2 6 2],0.778830239501525
[1 3 2 4 1],0.77882983384176
[5 6 3 4 4],0.77882902252223
[5 3 6 6 5],0.7788282112027
[6 4 4 4 3],0.778827805542935
[4 6 5 6 4],0.778827805542935
[6 6 4 2 2],0.778826994223405
[5 6 3 6 4],0.778826182903875
[4 5 2 4 3],0.77882577724411
[4 5 3 1 6],0.77882334328552
[4 2 4 6 6],0.778822937625754
[5 3 6 1 4],0.778821314986694
[6 4 1 5 2],0.77863268319595
[6 2 1 1 5],0.778631466216655
[5 1 6 5 1],0.778631466216655
[1 1 3 6 2],0.77862943791783
[3 3 3 3 3],0.778628626598299
[6 4 2 5 4],0.778628220938535
[5 5 4 1 4],0.778627815278769
[4 4 5 3 6],0.778627003959239
[5 5 6 4 6],0.778625786979944
[4 4 4 4 6],0.778625786979944
[6 3 6 2 4],0.778624570000649
[5 4 6 4 6],0.778624164340884
[4 2 4 1 2],0.778618079444408
[6 5 5 5 5],0.778431881612254
[5 6 2 1 3],0.778427825014604
[5 6 3 4 2],0.778427825014604
[5 1 4 4 1],0.778427419354839
[5 5 1 1 1],0.778427013695074
[2 6 6 6 1],0.778426608035309
[1 6 5 1 1],0.778426202375544
[3 1 4 3 5],0.778425796715779
[5 4 2 1 3],0.778424579736484
[2 6 4 3 6],0.778423768416953
[2 6 2 1 4],0.778420117479068
[5 3 2 1 3],0.778420117479068
[5 6 5 3 2],0.778230268709028
[6 5 4 5 5],0.778229863049263
[3 1 1 6 2],0.778227834750438
[6 2 6 6 3],0.778227429090673
[1 1 4 6 6],0.778225400791848
[4 1 6 5 3],0.778223778152788
[5 3 6 6 4],0.778220532874667
[4 2 1 3 6],0.778219315895372
[3 4 2 1 6],0.778218098916077
[4 1 5 3 6],0.778216881936782
[5 4 3 3 5],0.778032306743688
[5 1 1 5 1],0.778025816187447
[4 3 4 6 2],0.778025004867917
[5 3 3 1 4],0.778022570909327
[3 6 6 4 6],0.778022570909327
[4 1 2 5 2],0.778022165249562
[3 1 3 1 2],0.778021353930032
[5 4 1 6 1],0.778021353930032
[2 2 3 6 1],0.778018108651911
[4 2 5 6 1],0.778016486012851
[1 1 3 6 4],0.777825420263517
[6 4 1 2 5],0.777824608943986
[6 3 5 3 3],0.777823797624456
[2 1 3 5 1],0.777822986304926
[1 1 2 1 3],0.777822580645161
[5 2 3 4 1],0.777822174985396
[5 4 1 1 1],0.777819741026806
[4 2 3 6 5],0.777818929707276
[3 6 2 3 6],0.777818524047511
[6 2 3 2 4],0.777815278769391
[5 1 4 6 2],0.777627863957941
[5 6 4 1 5],0.777627863957941
[6 3 5 6 3],0.777623401700526
[5 2 2 3 2],0.777622590380996
[5 6 3 4 6],0.77762056208217
[4 3 1 6 4],0.777620156422405
