Indices,Accuracy
[6 2 3 6 5],0.819680989160771
[6 5 3 4 2],0.819680583501006
[5 6 3 3 1],0.819483027195431
[4 1 1 6 6],0.81948302719543
[4 1 2 6 4],0.819481404556371
[4 1 3 6 3],0.819480593236841
[4 6 4 1 1],0.819478564938015
[6 6 4 4 1],0.819476942298955
[6 1 4 4 5],0.819283036931265
[6 5 4 6 2],0.819278980333615
[6 1 5 6 4],0.819276546375024
[6 4 3 6 4],0.819275735055494
[6 1 6 2 1],0.819080207048744
[6 4 2 1 3],0.819078584409684
[6 4 4 6 1],0.819078584409684
[6 5 4 1 4],0.819077773090154
[6 1 2 4 3],0.819077367430389
[4 1 2 3 3],0.819076556110859
[4 1 3 6 2],0.818878594145518
[6 4 4 6 5],0.818877782825988
[6 1 1 4 1],0.818876971506458
[4 5 2 3 6],0.818876565846693
[4 4 6 1 1],0.818875754527163
[6 6 1 4 2],0.818875348867398
[6 2 2 1 6],0.818872914908808
[6 4 1 3 6],0.818677792561823
[4 1 1 1 1],0.818674952943467
[4 6 4 6 1],0.818672518984877
[6 3 6 1 1],0.818668462387227
[5 1 3 3 5],0.818481858895307
[6 3 3 2 1],0.818476179658597
[6 5 6 4 2],0.818475773998832
[4 5 2 3 2],0.818474151359771
[4 4 2 3 6],0.818472123060946
[6 1 2 2 2],0.818275783734666
[6 4 1 3 5],0.818274161095606
[6 5 3 3 4],0.818270915817486
[6 2 3 3 3],0.81807660479003
[6 4 3 6 3],0.81807254819238
[5 1 2 3 4],0.81807254819238
[6 6 5 3 2],0.81807173687285
[6 1 4 4 6],0.818071331213085
[6 3 6 6 4],0.81807011423379
[4 4 1 3 1],0.818064434997079
[6 5 3 4 1],0.817869718309859
[4 1 2 4 4],0.817673784643344
[4 5 2 6 6],0.817667294087103
[6 3 3 2 6],0.817665671448043
[6 5 1 6 1],0.817665265788278
[6 4 3 1 1],0.817468115142468
[6 4 6 4 4],0.817466898163172
[4 5 3 3 1],0.817466898163172
[6 2 2 3 6],0.817466492503408
[6 4 4 6 2],0.817465275524112
[4 4 6 4 1],0.817462435905757
[6 3 4 3 1],0.817267313558772
[4 6 6 4 2],0.817265690919712
[4 5 6 6 4],0.817264068280652
[6 1 6 5 5],0.817071785552022
[6 4 6 6 1],0.817069351593431
[6 5 2 4 5],0.817068134614136
[4 6 6 6 4],0.817064483676251
[6 4 1 4 1],0.817064078016486
[6 6 1 1 4],0.817064078016486
[6 5 6 4 1],0.817063672356721
[6 5 2 4 6],0.817061644057896
[6 5 5 6 1],0.817060427078601
[6 3 4 3 4],0.816866927370676
[6 6 2 4 5],0.816866927370676
[6 6 6 4 2],0.816866116051146
[6 6 1 3 3],0.816865304731616
[3 1 2 6 6],0.81686489907185
[6 6 3 4 4],0.816858814175375
[6 3 3 4 4],0.81685759719608
[4 5 6 6 2],0.81667018238463
[6 1 1 4 5],0.81666612578698
[6 4 2 3 3],0.81666369182839
[4 6 2 1 6],0.816662069189329
[6 4 4 1 5],0.816661663529565
[6 6 3 4 3],0.816661257869799
[6 2 2 1 5],0.816463295904459
[6 6 6 3 3],0.816462484584929
[6 1 4 4 4],0.816461673265399
[4 5 6 4 6],0.816461267605634
[6 1 3 2 2],0.816266550918414
[4 6 2 6 2],0.816264116959824
[5 1 6 6 5],0.816264116959824
[4 4 6 3 6],0.816263711300059
[4 4 2 6 1],0.816261683001233
[4 1 4 3 5],0.816261277341468
[4 1 4 3 2],0.816260466021938
[4 6 6 3 1],0.816258843382878
[4 5 1 6 1],0.816258032063348
[6 1 1 1 1],0.816258032063348
[4 3 2 3 1],0.816255192444993
[4 4 6 6 5],0.816063315376127
[6 1 1 4 4],0.816062098396833
[4 4 6 6 1],0.816061287077302
[6 6 4 6 5],0.816059258778477
[6 6 3 6 3],0.816058853118712
[4 5 6 3 2],0.816058041799182
[4 3 3 3 2],0.816057636139417
[6 5 2 2 1],0.816057230479652
[6 2 3 6 1],0.816052362562472
[6 1 6 4 3],0.815862919452197
[4 6 2 3 4],0.815860891153372
[6 5 3 4 6],0.815856834555721
[4 5 6 3 4],0.815854806256896
[5 6 6 1 5],0.815664146167327
[4 1 6 3 5],0.815662523528266
[6 1 5 1 1],0.815657655611086
[6 5 6 4 4],0.815657249951321
[5 3 3 3 1],0.815656438631791
[6 6 5 1 1],0.81565238203414
[2 1 2 6 1],0.815460099305511
[4 1 1 6 5],0.815454825728565
[6 3 3 4 6],0.81545360874927
[6 5 4 4 1],0.81545198611021
[4 5 6 3 6],0.815450769130914
[4 6 1 3 4],0.815258486402285
[6 2 3 3 1],0.815255646783929
[6 3 3 6 4],0.815254429804634
[6 5 6 4 5],0.815253212825339
[6 1 1 1 4],0.815058090478354
[4 3 3 3 1],0.815057279158824
[6 1 2 2 6],0.815057279158824
[6 1 2 5 2],0.815055656519764
[6 5 6 2 1],0.815054439540469
[4 4 3 6 1],0.815049977283053
[4 4 6 1 6],0.815049571623288
[4 5 4 3 6],0.815049165963523
[6 3 2 4 2],0.814854449276303
[4 6 4 3 2],0.814852420977478
[4 5 2 3 5],0.814852015317713
[6 4 6 3 3],0.814851203998182
[4 1 1 5 1],0.814850798338417
[4 5 2 1 5],0.814849987018887
[6 1 2 2 5],0.814658109950023
[4 1 3 4 5],0.814655270331667
[5 6 2 3 1],0.814654864671902
[6 5 1 1 5],0.814653242032842
[1 1 2 1 1],0.814652430713312
[4 5 6 4 1],0.814651619393782
[6 5 2 6 4],0.814649591094957
[4 6 4 3 1],0.814649185435192
[4 6 3 1 1],0.814649185435192
[4 4 6 3 4],0.814648374115662
[6 4 4 4 4],0.814646751476602
[6 1 1 1 2],0.814453251768676
[6 1 5 1 4],0.814450412150321
[6 2 2 3 1],0.814449600830791
[4 1 3 5 1],0.814447572531966
[4 4 4 3 1],0.814445138573376
[4 1 6 4 5],0.814250827545921
[6 3 2 4 5],0.814250421886156
[4 6 3 6 1],0.8142475822678
[6 1 6 5 1],0.81424514830921
[6 3 4 1 4],0.81424433698968
[4 4 2 3 2],0.81404962030246
[6 1 1 1 6],0.81404637502434
[5 6 6 1 1],0.81404556370481
[6 1 1 4 2],0.814044752385279
[4 6 3 4 1],0.814042724086454
[3 3 3 3 1],0.814042318426689
[6 6 6 6 3],0.813846384760174
[4 1 1 3 6],0.813846384760174
[4 1 4 4 1],0.813845979100409
[6 4 4 6 6],0.813845167780879
[4 1 4 1 6],0.813843950801584
[4 3 2 6 6],0.813841922502758
[5 1 2 6 6],0.813646800155773
[6 5 1 3 4],0.813645988836243
[4 1 6 3 2],0.813645177516713
[6 6 1 4 5],0.813644771856948
[6 5 6 1 1],0.813644366197183
[6 1 6 2 4],0.813643554877653
[5 6 2 1 1],0.813643554877653
[6 2 3 1 5],0.813642337898358
[4 1 2 6 3],0.813640715259298
[6 1 3 5 3],0.813444375933017
[6 1 1 1 5],0.813249253586032
[6 6 5 1 5],0.813249253586032
[4 4 2 1 1],0.813245602648147
[1 1 3 3 1],0.813244791328617
[6 1 4 1 3],0.813244385668852
[5 4 3 6 1],0.813243574349321
[3 1 2 6 5],0.813243168689557
[6 1 1 4 6],0.813242763029792
[4 1 4 1 2],0.813242357370027
[6 5 6 3 1],0.813241951710262
[6 3 1 6 1],0.813241140390731
[6 2 2 6 1],0.813238300772376
[4 5 6 1 6],0.813237489452846
[6 5 2 4 1],0.813237489452846
[6 4 1 6 5],0.813041961446096
[4 6 3 3 4],0.813037499188681
[4 5 6 3 1],0.812843188161225
[6 2 3 4 5],0.812839942883105
[6 2 2 6 5],0.81283953722334
[6 1 4 4 2],0.812836697604985
[6 5 1 3 3],0.812641575258
[6 3 6 3 5],0.812641575258
[6 6 2 4 2],0.812638735639644
[6 6 6 4 4],0.812637113000584
[4 4 3 3 1],0.812636707340819
[6 3 3 4 2],0.812636301681054
[6 6 5 3 1],0.812634679041994
[4 5 1 3 1],0.812633462062699
[6 6 1 4 6],0.812633462062699
[6 5 3 6 4],0.812433877458298
[4 5 4 1 1],0.812433471798533
[4 6 1 1 2],0.812433066138768
[6 5 1 3 1],0.812431849159473
[6 6 5 3 6],0.812235915492958
[6 1 4 3 3],0.812235104173428
[4 1 2 5 1],0.812040793145973
[6 5 6 2 6],0.812037547867852
[4 4 6 3 1],0.812037547867852
[4 1 6 4 2],0.812035925228792
[6 5 4 6 4],0.812035113909262
[5 1 4 3 1],0.812035113909262
[6 4 3 2 1],0.812035113909262
[6 3 3 2 5],0.812033896929967
[4 5 3 4 1],0.812033491270202
