index,0
[6 1 2 3 4],0.8611406341273448
[6 1 3 3 5],0.8595313818394235
[6 4 2 3 2],0.8528899201661583
[6 1 3 1 5],0.8516851106639839
[6 4 2 3 6],0.8506742065294995
[6 1 3 4 5],0.8502750373206984
[6 3 2 3 6],0.8502713863828131
[6 5 2 3 6],0.8488584734211722
[6 5 2 1 5],0.848662539754657
[6 5 2 3 4],0.8476504186408775
[6 1 3 6 4],0.8466460050626339
[6 1 3 3 6],0.8464504770558836
[6 1 3 3 4],0.8454411955604595
[6 6 3 3 4],0.8452375543584084
[6 4 2 3 4],0.8444351593431556
[6 4 2 1 6],0.8444327253845655
[6 6 2 3 6],0.8438307262932433
[6 5 2 3 5],0.8434287174660868
[4 1 2 3 1],0.8426206432141233
[6 6 3 3 6],0.8424214642694879
[6 4 2 3 5],0.8410190984617382
[6 6 3 3 5],0.8410146362043228
[6 3 3 3 5],0.8398069870837931
[6 3 2 3 2],0.8383977250600377
[6 6 2 3 5],0.8377941033296553
[4 5 4 6 1],0.83778964107224
[6 5 6 3 6],0.8373929058220291
[6 3 2 3 4],0.8373888492243786
[6 4 4 3 4],0.8369896800155772
[6 6 3 1 5],0.8365832089310054
[6 5 3 3 5],0.8363897092230804
[6 3 3 3 6],0.8361852567014992
[6 3 2 3 5],0.836182417083144
[6 6 4 3 6],0.836182011423379
[6 5 4 3 6],0.8357800025962225
[6 6 2 3 4],0.8355816349711169
[6 4 3 3 5],0.8355812293113519
[6 3 3 3 3],0.8355812293113519
[6 4 4 3 6],0.8351759752060751
[6 4 2 1 4],0.8343699292529371
[6 3 3 1 5],0.8341715616278315
[6 3 2 1 4],0.8341683163497112
[6 4 4 1 4],0.8337675245018499
[6 4 3 3 6],0.8335646946193289
[6 6 6 6 1],0.833372006230934
[6 1 2 4 5],0.833169176348413
[6 6 3 4 5],0.8331675537093529
[6 5 6 6 2],0.8325671772570911
[6 5 4 3 5],0.8323647530343351
[6 4 3 3 4],0.8323590737976245
[6 3 3 1 2],0.8321574608943987
[6 5 3 1 5],0.8317586973453626
[6 6 3 1 4],0.8315481599273058
[6 4 3 1 3],0.8307477932108782
[6 5 3 3 2],0.8301461997793209
[6 6 4 3 4],0.8301453884597908
[6 6 1 1 5],0.8299462095151554
[6 1 3 2 5],0.8297506815084054
[6 4 3 4 5],0.8297454079314598
[6 4 4 3 5],0.8295494742649444
[6 5 4 3 4],0.8293421821250082
[6 1 4 3 6],0.8293393425066528
[6 5 2 1 4],0.8283296553514635
[6 6 4 3 5],0.8281389952618939
[6 4 3 6 2],0.8279312974621925
[6 1 1 3 4],0.8277296845589668
[6 5 4 1 6],0.8269232329460635
[6 5 3 3 6],0.8267272992795484
[6 4 3 1 2],0.8265240637372623
[6 6 3 4 2],0.8265208184591419
[6 3 3 1 6],0.8265200071396117
[6 5 4 1 5],0.8263236678133316
[4 6 6 1 5],0.8261265171675213
[6 4 3 3 3],0.8261204322710457
[6 2 2 3 5],0.8261200266112805
[6 3 2 3 3],0.82592044200688
[6 1 3 2 3],0.8257184234438892
[6 1 3 2 6],0.8255208671383137
[6 3 2 1 5],0.8255196501590186
[4 5 2 3 4],0.8255159992211333
[6 4 2 4 5],0.8253212825339131
[6 3 3 4 5],0.825115613033037
[6 3 3 3 4],0.8245132082819498
[4 1 3 3 4],0.824505500746414
[6 5 3 3 3],0.8241087654962029
[6 4 3 4 6],0.8239079639125073
[6 4 4 4 1],0.8237079736483416
