Model,mean_test_score,mean_fit_time,mean_score_time,values,params
SVC,0.862475442043222,0.31821565628051757,0.05746018886566162,"[ 0.86764706  0.88970588  0.82309582  0.87469287  0.83783784  0.86486486
  0.87714988  0.88206388  0.84029484  0.86732187]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8587917485265226,0.3072565793991089,0.060699868202209475,"[ 0.86764706  0.87990196  0.81081081  0.88452088  0.84275184  0.84766585
  0.87714988  0.87223587  0.83538084  0.86977887]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.856827111984283,1.7408178091049193,0.08824219703674316,"[ 0.86519608  0.85294118  0.82309582  0.87469287  0.84766585  0.85995086
  0.87960688  0.86486486  0.84029484  0.85995086]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8546168958742633,1.7802578210830688,0.08756210803985595,"[ 0.87009804  0.85294118  0.81818182  0.87223587  0.84520885  0.85749386
  0.87469287  0.85749386  0.84275184  0.85503686]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8541257367387033,0.3643839359283447,0.05342850685119629,"[ 0.83823529  0.87254902  0.82063882  0.88452088  0.84520885  0.85257985
  0.86486486  0.85995086  0.84766585  0.85503686]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8519155206286837,0.40863373279571535,0.05260598659515381,"[ 0.84558824  0.85784314  0.81818182  0.86977887  0.84029484  0.84520885
  0.86977887  0.85995086  0.85749386  0.85503686]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8509332023575639,0.3163205623626709,0.06621532440185547,"[ 0.85294118  0.86519608  0.81572482  0.87714988  0.83292383  0.84275184
  0.86732187  0.86977887  0.82309582  0.86240786]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8457760314341847,0.33982281684875487,0.07257218360900879,"[ 0.85294118  0.8627451   0.81326781  0.87223587  0.82063882  0.83292383
  0.86977887  0.84520885  0.83046683  0.85749386]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8428290766208252,1.7955036401748656,0.0889958381652832,"[ 0.8627451   0.84313725  0.80589681  0.85995086  0.83292383  0.84766585
  0.85503686  0.83292383  0.84029484  0.84766585]","{'C': 5, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8425834970530451,0.3087951421737671,0.05678648948669433,"[ 0.84558824  0.87254902  0.81081081  0.86486486  0.82555283  0.83046683
  0.85503686  0.84766585  0.83046683  0.84275184]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8386542239685658,1.7758994102478027,0.08920760154724121,"[ 0.84803922  0.83823529  0.7960688   0.85749386  0.83292383  0.83783784
  0.85749386  0.83783784  0.83292383  0.84766585]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8352161100196464,0.2889880657196045,0.05852212905883789,"[ 0.84313725  0.85784314  0.7960688   0.85749386  0.82309582  0.81818182
  0.85503686  0.84029484  0.82309582  0.83783784]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8303045186640472,2.6976877212524415,0.10501813888549805,"[ 0.82843137  0.82352941  0.78624079  0.83783784  0.83292383  0.85012285
  0.84520885  0.83292383  0.83292383  0.83292383]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8300589390962672,1.7489119529724122,0.08860828876495361,"[ 0.8504902   0.82843137  0.7960688   0.83783784  0.82309582  0.82555283
  0.84275184  0.83292383  0.83046683  0.83292383]","{'C': 50, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'rbf', 'max_iter': 100000}"
SVC,0.8295677799607073,2.6764901638031007,0.10569465160369873,"[ 0.84558824  0.83333333  0.78624079  0.83538084  0.82063882  0.84520885
  0.84275184  0.83783784  0.81572482  0.83292383]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': 100000}"
