15,-56,-74,-68,-74,-67
15,-54,-72,-65,-76,-57
15,-57,-74,-62,-80,-63
15,-53,-72,-68,-79,-59
15,-54,-79,-62,-79,-62
15,-57,-73,-62,-75,-64
15,-55,-75,-68,-75,-60
15,-59,-74,-62,-77,-58
15,-60,-83,-70,-77,-58
15,-56,-73,-65,-78,-59
15,-55,-72,-65,-78,-65
15,-58,-70,-64,-77,-58
15,-59,-77,-65,-78,-65
15,-55,-69,-65,-84,-65
15,-58,-71,-65,-76,-65
15,-57,-79,-68,-83,-64
15,-56,-71,-67,-79,-61
15,-61,-71,-62,-81,-63
15,-58,-72,-66,-80,-64
15,-64,-72,-66,-81,-63
15,-65,-75,-78,-82,-59
15,-53,-71,-63,-82,-58
15,-70,-75,-59,-79,-66
15,-59,-73,-62,-75,-65
15,-57,-71,-62,-81,-65
15,-53,-78,-61,-74,-59
15,-52,-74,-65,-76,-63
15,-50,-73,-62,-72,-59
15,-53,-71,-61,-84,-59
15,-55,-73,-63,-77,-68
15,-63,-74,-62,-80,-58
15,-57,-75,-64,-78,-59
15,-57,-76,-66,-72,-59
15,-57,-75,-63,-79,-63
15,-60,-77,-62,-74,-66
15,-56,-71,-61,-74,-66
15,-60,-75,-62,-80,-65
15,-53,-76,-64,-75,-58
15,-55,-77,-63,-77,-58
15,-51,-71,-68,-83,-66
15,-57,-78,-62,-78,-65
15,-56,-73,-65,-77,-63
15,-62,-71,-62,-79,-62
15,-53,-80,-64,-76,-67
15,-55,-66,-62,-82,-66
15,-59,-76,-59,-74,-58
15,-54,-68,-63,-79,-65
15,-54,-78,-65,-73,-57
15,-54,-72,-63,-75,-59
15,-59,-70,-69,-84,-58
15,-58,-74,-72,-72,-69
15,-61,-69,-66,-71,-68
15,-56,-75,-67,-72,-67
15,-58,-75,-64,-69,-67
15,-62,-73,-66,-69,-65
15,-52,-79,-71,-73,-71
15,-56,-69,-69,-69,-64
15,-52,-68,-69,-74,-66
15,-54,-70,-62,-73,-59
15,-56,-73,-66,-73,-66
15,-53,-76,-67,-72,-69
15,-51,-71,-69,-77,-58
15,-56,-80,-67,-74,-67
15,-57,-72,-74,-76,-68
15,-53,-76,-65,-71,-68
15,-54,-74,-64,-73,-59
15,-57,-74,-64,-71,-65
15,-57,-74,-62,-73,-66
15,-56,-74,-73,-71,-62
15,-55,-73,-68,-73,-64
15,-54,-75,-64,-71,-68
15,-61,-73,-64,-72,-65
15,-54,-78,-63,-74,-69
15,-54,-73,-65,-74,-59
15,-62,-71,-65,-73,-58
15,-54,-76,-78,-72,-75
15,-57,-77,-65,-73,-59
15,-64,-74,-63,-72,-67
15,-58,-71,-79,-73,-59
15,-56,-75,-63,-70,-66
15,-56,-72,-71,-71,-59
15,-56,-73,-72,-74,-67
15,-58,-75,-64,-70,-60
15,-57,-74,-63,-75,-61
15,-58,-72,-62,-81,-59
15,-54,-72,-65,-71,-64
15,-55,-73,-66,-74,-60
15,-57,-71,-62,-76,-59
15,-56,-74,-63,-75,-62
15,-60,-73,-77,-78,-65
15,-54,-79,-62,-76,-60
15,-60,-73,-78,-77,-61
15,-59,-74,-62,-69,-66
15,-57,-78,-70,-79,-65
15,-58,-77,-64,-77,-60
15,-55,-72,-73,-70,-63
15,-55,-68,-67,-78,-64
15,-57,-76,-65,-75,-66
15,-53,-68,-73,-90,-62
15,-54,-75,-64,-73,-66
15,-59,-69,-64,-77,-63
15,-54,-70,-64,-88,-66
15,-60,-69,-77,-78,-66
15,-56,-69,-70,-68,-66
15,-55,-69,-64,-70,-64
15,-57,-70,-64,-83,-64
15,-54,-85,-73,-77,-62
15,-56,-77,-70,-73,-62
15,-54,-69,-81,-87,-67
15,-53,-69,-65,-77,-62
15,-54,-70,-71,-76,-63
15,-59,-70,-72,-81,-64
15,-54,-70,-64,-88,-66
15,-54,-69,-65,-86,-65
15,-53,-69,-72,-85,-64
15,-56,-69,-74,-80,-64
15,-53,-71,-64,-73,-62
15,-55,-69,-64,-77,-62
15,-54,-69,-64,-83,-64
15,-56,-69,-63,-76,-64
15,-54,-69,-64,-70,-63
15,-59,-70,-63,-75,-63
15,-56,-70,-64,-73,-60
15,-56,-68,-70,-73,-59
15,-53,-84,-65,-70,-63
15,-54,-69,-77,-75,-60
15,-53,-77,-70,-73,-60
15,-53,-86,-64,-70,-64
15,-54,-68,-76,-86,-63
15,-52,-86,-63,-70,-64
15,-57,-69,-76,-80,-63
15,-54,-69,-64,-70,-63
15,-55,-86,-70,-79,-62
15,-54,-69,-63,-85,-64
15,-54,-71,-76,-70,-62
15,-54,-69,-63,-86,-61
15,-52,-69,-63,-73,-63
15,-58,-71,-64,-77,-61
15,-56,-71,-79,-78,-62
15,-54,-69,-63,-73,-63
15,-59,-71,-79,-69,-61
15,-56,-71,-63,-76,-62
15,-53,-71,-63,-81,-61
15,-53,-69,-67,-86,-62
15,-54,-71,-74,-81,-64
15,-52,-69,-65,-79,-63
15,-60,-79,-65,-77,-63
15,-56,-70,-65,-77,-64
15,-57,-75,-64,-83,-62
15,-54,-73,-64,-69,-63
15,-64,-73,-63,-81,-63
15,-62,-74,-67,-79,-63
15,-60,-72,-71,-69,-62
15,-60,-73,-74,-86,-63
15,-61,-72,-69,-75,-61
15,-53,-76,-67,-74,-63
15,-58,-83,-69,-72,-62
15,-63,-76,-64,-78,-62
15,-52,-74,-63,-71,-64
15,-61,-77,-64,-82,-65
15,-60,-74,-66,-80,-61
15,-55,-72,-65,-76,-63
15,-54,-72,-65,-77,-60
15,-57,-82,-65,-80,-60
15,-53,-70,-62,-85,-64
15,-60,-73,-62,-78,-62
15,-56,-71,-63,-71,-62
15,-54,-72,-64,-76,-60
15,-55,-71,-63,-73,-62
15,-57,-71,-79,-74,-63
15,-52,-85,-62,-70,-63
15,-57,-70,-71,-74,-62
15,-55,-85,-78,-76,-63
15,-55,-70,-63,-71,-62
15,-54,-84,-66,-73,-62
15,-55,-70,-63,-75,-62
15,-55,-71,-77,-74,-62
15,-54,-70,-60,-71,-63
15,-53,-72,-77,-76,-61
15,-55,-77,-59,-76,-63
15,-54,-70,-60,-76,-61
15,-55,-70,-59,-71,-61
15,-56,-85,-60,-76,-61
15,-53,-70,-62,-75,-62
15,-57,-72,-78,-78,-62
15,-56,-84,-63,-79,-63
15,-55,-71,-61,-70,-63
15,-52,-72,-70,-76,-62
15,-52,-73,-71,-72,-61
15,-52,-74,-62,-75,-62
15,-53,-72,-70,-72,-62
15,-55,-85,-62,-83,-63
15,-54,-71,-61,-70,-62
15,-55,-84,-77,-83,-63
15,-54,-70,-62,-70,-62
15,-55,-81,-62,-83,-64
15,-54,-70,-74,-71,-65
15,-53,-79,-62,-75,-64
15,-54,-72,-62,-82,-64
15,-53,-73,-71,-74,-62
15,-54,-70,-62,-81,-63
15,-53,-72,-71,-70,-64
15,-53,-71,-62,-83,-64
15,-55,-72,-62,-70,-61
15,-54,-71,-62,-72,-62
15,-54,-70,-65,-72,-62
15,-54,-77,-67,-75,-61
15,-54,-70,-71,-74,-69
15,-54,-71,-62,-70,-61
15,-54,-74,-67,-72,-61
15,-54,-71,-62,-83,-65
15,-54,-74,-62,-82,-61
15,-54,-71,-62,-83,-62
15,-54,-71,-62,-70,-63
15,-54,-71,-67,-76,-66
15,-54,-71,-63,-81,-65
15,-54,-77,-62,-69,-61
15,-54,-71,-63,-75,-68
15,-54,-77,-72,-82,-65
15,-54,-74,-66,-72,-67
15,-54,-71,-62,-74,-61
15,-54,-77,-73,-70,-65
15,-54,-71,-62,-77,-61
15,-54,-77,-74,-70,-65
15,-54,-71,-62,-74,-61
15,-54,-71,-62,-78,-61
