tiempo(Segundos);energia(Joules);ciclos;instrucciones;inst/ciclo;porcentajecpu
0.008043061;0.46;262140644;39409361 ;1.29;87.50;
0.012021311;0.70;244374322;05753393 ;1.25;100.00;
0.011973501;0.69;362548791;78177074 ;1.32;84.95;
0.011979688;0.69;362495555;75674193 ;1.31;87.94;
0.011936768;0.70;361392624;70375875 ;1.30;94.78;
0.008023666;0.46;362548279;65575868 ;1.28;100.00;
0.007980159;0.46;362728625;64260207 ;1.28;100.00;
0.011981242;0.70;241836791;18452919 ;1.32;79.59;
0.001466821;0.06;301777243;90254179 ;1.29;89.90;
0.011969502;0.70;362457081;74446365 ;1.31;90.11;
0.011983422;0.70;361215538;75822167 ;1.32;100.00;
0.011928684;0.70;283695338;74252094 ;1.32;95.83;
0.011967082;0.70;361324148;70519978 ;1.30;50.00;
0.011948000;0.70;362388308;74544288 ;1.31;100.00;
0.011973687;0.70;362339801;75443294 ;1.31;86.67;
0.011973169;0.71;362068836;72470586 ;1.30;76.92;
0.011978548;0.71;362466575;72281743 ;1.30;100.00;
0.008023374;0.47;362426065;71191226 ;1.30;100.00;
0.011968872;0.70;241556538;17477921 ;1.31;100.00;
0.011970214;0.71;361406400;68496449 ;1.30;100.00;
0.008048722;0.47;361239869;63212073 ;1.28;87.50;
0.011973831;0.71;362543474;76428729 ;1.31;100.00;
0.013539897;0.77;363050195;450667882; 1.2;100.00;
0.011974112;0.71;362352852;75558382 ;1.31;95.20;
0.011134189;0.65;362505175;72503850 ;1.30;100.00;
0.008030970;0.48;144816159;87416922 ;1.29;86.44;
0.007980258;0.47;361858459;69922188 ;1.30;87.80;
0.015981527;0.95;362455642;73295599 ;1.31;100.00;
0.013618026;0.77;366919036;80229307 ;1.31;100.00;
0.008017482;0.48; 43521442;63771217 ;1.47;100.00;
0.007986502;0.48;361359416;77887189 ;1.32;91.91;
0.011984375;0.71;361435558;70525402 ;1.30;100.00;
0.007989194;0.48;361789426;73486213 ;1.31;87.50;
0.011937474;0.71;268804187;51466212 ;1.31;100.00;
0.011975621;0.71;362506458;72455989 ;1.30;97.08;
0.011932687;0.71;361211545;62270599 ;1.28;74.58;
0.008081639;0.48;362540579;69749457 ;1.30;100.00;
0.011981613;0.71;237263475;11914544 ;1.31;87.50;
0.011984697;0.71;288769081;71926556 ;1.29;100.00;
0.011972027;0.72;141192942;82844063 ;1.29;88.71;
0.011941898;0.72;362510737;68919268 ;1.29;100.00;
0.011941201;0.71;362609705;77207727 ;1.32;100.00;
0.011973412;0.72;362547251;76832726 ;1.32;100.00;
0.011971308;0.72;273972410;55660902 ;1.30;100.00;
0.011943620;0.72;361294826;70717838 ;1.30;95.44;
0.011979687;0.71;362554412;77138656 ;1.32;88.26;
0.011940738;0.72;361566604;473896294; 1.3;100.00;
0.007984622;0.48;360453811;70898458 ;1.31;100.00;
0.011974372;0.71;362577112;63539889 ;1.28;100.00;
0.011961076;0.72;362496472;468764465; 1.2;100.00;
0.011958491;0.72;146495836;87910839 ;1.28;87.50;
0.008036105;0.47;362481887;60840530 ;1.27;100.00;
0.011977517;0.72;361408176;63203767 ;1.28;100.00;
0.011982471;0.72;362462839;76132101 ;1.31;88.33;
0.011208392;0.66;361410442;78037388 ;1.32;87.01;
0.009906378;0.60;361445255;67064953 ;1.29;91.73;
0.011972730;0.71;361469052;63640956 ;1.28;100.00;
0.006281357;0.36;362473652;61400642 ;1.27;91.61;
0.006733935;0.36;361833565;48369889 ;1.24;100.00;
0.011961711;0.72;230584306;03351902 ;1.32;100.00;
0.015978301;0.96;361341685;73412801 ;1.31;87.50;
0.011975047;0.73;362585506;75301843 ;1.31;100.00;
0.011973598;0.72;362509295;74832925 ;1.31;100.00;
0.011973029;0.73;362499626;77510168 ;1.32;100.00;
0.011924684;0.73;362542588;71611002 ;1.30;89.93;
0.011983668;0.72;361270790;75682346 ;1.32;100.00;
0.010638831;0.66;361462533;68202606 ;1.30;100.00;
0.011967288;0.72;362494035;473034431; 1.3;95.88;
0.011978991;0.72;361385355;74614586 ;1.31;100.00;
0.011925813;0.72;361460890;70692702 ;1.30;100.00;
0.008017871;0.48;362444791;70200757 ;1.30;88.06;
0.011973924;0.72;361513230;63457386 ;1.28;100.00;
0.011950171;0.72;362501541;472316257; 1.3;100.00;
0.005025508;0.30;362563783;81011674 ;1.33;100.00;
0.011967211;0.72;361327959;71657631 ;1.31;100.00;
0.007975587;0.48;362451265;74060069 ;1.31;97.20;
0.011935802;0.73;362558512;69692746 ;1.30;86.84;
0.011941033;0.72;361410433;66171048 ;1.29;87.34;
0.011974740;0.72;361302406;63013203 ;1.28;100.00;
0.011930527;0.67;362462125;63247177 ;1.28;87.50;
0.011979050;0.72;361405302;68795053 ;1.30;100.00;
0.011973721;0.73;362173310;64451917 ;1.28;100.00;
0.007985143;0.48;362487990;66634306 ;1.29;100.00;
0.008706221;0.48; 43395348;62228134 ;1.43;100.00;
0.011974457;0.73;431106540;552348108; 1.2;100.00;
0.011967382;0.73;498812539;652989087; 1.3;100.00;
0.011966904;0.72;362499375;66667707 ;1.29;88.93;
0.011936722;0.73;242565095;15914075 ;1.30;100.00;
0.011981142;0.73;362468974;69656091 ;1.30;91.45;
0.011935292;0.73;362474554;76245515 ;1.31;78.79;
0.001464886;0.12;124188257;61249947 ;1.30;87.39;
0.011973481;0.73;361359299;74139819 ;1.31;87.50;
0.009395966;0.55;362481987;68926436 ;1.29;100.00;
0.001511012;0.12;361427942;73508140 ;1.31;100.00;
0.007985851;0.49;361300293;68853479 ;1.30;100.00;
0.007936353;0.43;361074581;66389757 ;1.29;100.00;
0.008017941;0.48;361402791;80076409 ;1.33;92.36;
0.007918418;0.48;362536599;71319096 ;1.30;95.22;
0.011933835;0.73;278140847;55273380 ;1.28;100.00;
0.011984845;0.73;241157792;08926702 ;1.28;100.00;
0.011974743;0.73;240056107;14029133 ;1.31;100.00;
0.011940637;0.73;361425607;64267834 ;1.28;100.00;
0.011983674;0.73;361442583;63373889 ;1.28;100.00;
0.011978910;0.73;362694881;471819349; 1.3;96.31;
0.011979833;0.73;361182683;67726149 ;1.29;87.50;
0.008017349;0.48;361283002;72698543 ;1.31;100.00;
0.011934458;0.73;361228675;69811860 ;1.30;100.00;
0.011974557;0.73;260915275;43661389 ;1.32;100.00;
0.011939041;0.73; 42852464;62722349 ;1.46;86.89;
0.011944795;0.73;241445007;15706096 ;1.31;87.25;
0.011970362;0.73;362559137;65968400 ;1.29;100.00;
0.011972545;0.73;361501869;70916828 ;1.30;100.00;
0.005350682;0.31;362556148;76540462 ;1.31;100.00;
0.011978125;0.73;362507620;73805462 ;1.31;100.00;
0.011983652;0.73;362466907;65289706 ;1.28;87.50;
0.011936272;0.67;288077128;70836959 ;1.29;100.00;
0.008576350;0.48; 97492239;27172120 ;1.30;76.27;
0.007995575;0.49;361291204;69258775 ;1.30;88.66;
0.011939191;0.73;361392459;70409346 ;1.30;100.00;
0.011972538;0.73;361361693;75146561 ;1.31;100.00;
0.011973485;0.74;242559332;17082224 ;1.31;100.00;
0.008977382;0.55;361251547;64843185 ;1.29;100.00;
0.011944806;0.67;362549328;79721248 ;1.32;87.31;
0.011973720;0.73;299694306;90851892 ;1.30;100.00;
0.005923178;0.37; 43316876;61698196 ;1.42;95.72;
0.008102453;0.49;270749169;48943557 ;1.29;100.00;
0.011976647;0.73;362454507;73574241 ;1.31;89.74;
0.007985250;0.49;482659423;629287505; 1.3;87.34;
0.008013692;0.49;362215006;74903765 ;1.31;100.00;
0.011974067;0.74;361374600;66878172 ;1.29;0.00;
0.008172767;0.49;361239353;67637845 ;1.29;100.00;
0.009615884;0.55;361384933;466601412; 1.2;100.00;
0.011951996;0.67;241621958;15739939 ;1.31;91.31;
0.008018114;0.49;168209919;20020317 ;1.31;100.00;
0.011979727;0.73;241358928;14679250 ;1.30;100.00;
0.011971501;0.73;291875543;79257166 ;1.30;100.00;
0.008011197;0.49;362605176;470881890; 1.3;100.00;
0.011926487;0.73;241581067;13214776 ;1.30;91.31;
0.008174099;0.49;260419658;40318721 ;1.31;87.50;
0.008011460;0.49;362518445;74213847 ;1.31;100.00;
0.011975767;0.74;362608296;470746742; 1.3;87.50;
0.011989784;0.73;361336115;77947425 ;1.32;100.00;
0.003972932;0.25;241364900;11083079 ;1.29;87.65;
0.011943603;0.73;361353145;72395942 ;1.31;100.00;
0.011969494;0.73;484157681;625999320; 1.2;100.00;
0.011978021;0.73;361287464;68417017 ;1.30;88.49;
0.011967294;0.74;241327723;09881047 ;1.28;100.00;
0.011974650;0.73;362392130;68045368 ;1.29;100.00;
0.005743430;0.37;240983789;15519981 ;1.31;100.00;
0.005260118;0.36; 43078216;63295212 ;1.47;100.00;
0.011979142;0.74;362474046;66881903 ;1.29;87.84;
0.011983098;0.73;361266163;69631522 ;1.30;93.71;
0.011945387;0.74;242764195;13356146 ;1.29;86.84;
0.011981645;0.73;362520112;77216672 ;1.32;100.00;
0.007974136;0.49;362424328;77700124 ;1.32;100.00;
0.011972572;0.74;361279370;477367552; 1.3;87.50;
0.008684270;0.54;362357211;72830030 ;1.30;100.00;
0.011946774;0.67;361801842;65298658 ;1.29;74.07;
0.011970977;0.74;241386574;12371544 ;1.29;87.50;
0.004759955;0.30;242594169;16746489 ;1.31;88.14;
0.011984643;0.73;362563127;70838439 ;1.30;100.00;
0.011974249;0.73;288979281;77399353 ;1.31;86.49;
0.011975146;0.74;362478113;67863770 ;1.29;97.12;
0.006594919;0.43;362521913;69150089 ;1.29;87.18;
0.011940296;0.74;361310320;65932689 ;1.29;100.00;
0.011980619;0.73; 43073715;61345926 ;1.42;100.00;
0.008588503;0.55;361352474;465095248; 1.2;87.50;
0.008022241;0.49;362558623;66168431 ;1.29;86.89;
0.008476564;0.49;362483209;80201272 ;1.32;87.01;
0.007982199;0.49;361291360;84279604 ;1.34;100.00;
0.011964171;0.74;361357911;68681771 ;1.30;100.00;
0.011935339;0.74;362470842;71880619 ;1.30;100.00;
0.009994963;0.61;241146126;17522575 ;1.32;86.44;
0.008024478;0.49;361161691;73548569 ;1.31;87.80;
0.011947008;0.74;362408159;70366168 ;1.30;100.00;
0.009264755;0.55;362628765;77712777 ;1.32;91.00;
0.011975545;0.74;362498205;72829766 ;1.30;87.50;
0.011981362;0.74;361469819;74826493 ;1.31;83.05;
0.011978151;0.74;362507244;79118607 ;1.32;50.00;
0.011976779;0.74;362445397;75769332 ;1.31;87.50;
0.011972645;0.74; 43249572;61021988 ;1.41;100.00;
0.013602746;0.86;198822276;56837402 ;1.29;95.96;
0.011931620;0.74;361369899;69300499 ;1.30;100.00;
0.011977499;0.73;362467345;73704121 ;1.31;89.03;
0.015975212;0.98;241399470;11150611 ;1.29;100.00;
0.011982721;0.74;361190345;66636350 ;1.29;100.00;
0.007978033;0.43;361318060;65779379 ;1.29;100.00;
0.008021516;0.49;242623423;14045388 ;1.29;100.00;
0.011973838;0.74;361386338;63868896 ;1.28;91.24;
0.011944037;0.67;361506086;62422280 ;1.28;88.00;
0.011973841;0.74;362583383;61163715 ;1.27;87.50;
0.011940569;0.74;362449275;64822726 ;1.28;100.00;
0.011975676;0.73;369970176;74546465 ;1.28;100.00;
0.011938446;0.73;239939815;06787743 ;1.28;100.00;
0.011974859;0.74;361370103;461843859; 1.2;95.54;
0.004776831;0.24;362589145;463554567; 1.2;94.16;
0.008023536;0.49;362382650;64119150 ;1.28;72.88;
0.008018567;0.49;362494945;79342166 ;1.32;88.29;
0.011655145;0.74;361369762;67578647 ;1.29;100.00;
0.008021702;0.49;361221246;68311111 ;1.30;100.00;
0.011974261;0.74;361324273;476045564; 1.3;94.29;
0.007989635;0.49;360820629;59725075 ;1.27;84.90;
0.011978323;0.73;361470974;463104204; 1.2;87.50;
0.008054012;0.49;362424044;71759676 ;1.30;100.00;
0.015941143;0.98;319019743;07432295 ;1.28;96.17;
0.007980009;0.48;240144365;14625015 ;1.31;100.00;
0.011945780;0.73;362279852;63897892 ;1.28;87.50;
0.008017544;0.49;241181289;10788613 ;1.29;100.00;
0.008215709;0.49;305361690;00418821 ;1.31;87.32;
0.011980411;0.74;242785283;15929577 ;1.30;100.00;
0.011937164;0.74;361215604;69291948 ;1.30;100.00;
0.011974085;0.74;361398325;67203000 ;1.29;96.22;
0.011995273;0.73;242588117;15485093 ;1.30;100.00;
0.011982013;0.73;361331336;68240218 ;1.30;87.30;
0.011939025;0.74;239222550;20924290 ;1.34;74.14;
0.011940089;0.72;361320227;72221247 ;1.31;88.24;
0.007979958;0.48;325167513;23065906 ;1.30;100.00;
0.011931066;0.74;241133072;16313328 ;1.31;100.00;
0.011976207;0.73;361377564;68607815 ;1.30;87.50;
0.011971242;0.74;249212624;25087295 ;1.30;87.50;
0.007977733;0.49;362376137;79906790 ;1.32;86.84;
0.007932251;0.43;385776974;500417886; 1.3;100.00;
0.001468352;0.12; 37529666;62766290 ;1.67;86.46;
0.001494364;0.12; 37291476;61524847 ;1.65;89.16;
0.001493861;0.06; 37811565;61671046 ;1.63;75.81;
0.001492630;0.12; 37633721;61837853 ;1.64;79.55;
0.001535016;0.12; 37548978;60787361 ;1.62;89.25;
0.001546836;0.12; 43627423;61711350 ;1.41;84.62;
0.001527994;0.06; 37503795;62396083 ;1.66;75.00;
0.001381963;0.06; 34945280;46002217 ;1.32;82.19;
0.001497692;0.06; 37209744;59627629 ;1.60;89.19;
0.001474678;0.12; 37332224;61306127 ;1.64;80.00;
0.001505502;0.06; 37726976;62995540 ;1.67;85.71;
0.001571386;0.12; 39434129;62889669 ;1.59;75.00;
0.002378706;0.12; 37492251;60151287 ;1.60;81.94;
0.001503936;0.06; 37445031;62549057 ;1.67;83.17;
0.001533131;0.06; 37698107;63919808 ;1.70;100.00;
0.001527345;0.12; 62968426;95385828 ;1.51;86.29;
0.001521110;0.12; 31518116;61027732 ;1.94;78.50;
0.001492127;0.12; 31018032;59363832 ;1.91;75.78;
0.001494012;0.06; 31591345;60170020 ;1.90;78.79;
0.001373543;0.06; 29411669;46368062 ;1.58;81.02;
0.001439602;0.11; 30117898;46860456 ;1.56;85.89;
0.001474912;0.06; 31694137;61236686 ;1.93;86.00;
0.001510042;0.12; 31591394;60896245 ;1.93;85.61;
0.001639201;0.12; 32148325;60789201 ;1.89;71.43;
0.001696674;0.06; 33658649;61337460 ;1.82;72.31;
0.001390718;0.06; 29215664;45716287 ;1.56;87.05;
0.001503220;0.11; 31885188;60092005 ;1.88;85.75;
0.001498530;0.11; 31334669;46798873 ;1.49;86.13;
0.001398175;0.06; 30508649;46324351 ;1.52;79.48;
0.001585674;0.12; 31693137;59522769 ;1.88;79.87;
0.001420490;0.06; 31572931;45918636 ;1.45;59.70;
0.001492927;0.12; 31397708;59982549 ;1.91;83.33;
0.001533201;0.06; 31700199;59938941 ;1.89;56.60;
0.001417044;0.11; 30095658;46644921 ;1.55;82.98;
0.001441837;0.06; 29594236;44461264 ;1.50;81.48;
0.001436080;0.05; 32235902;61580976 ;1.91;85.05;
0.002393346;0.12; 32105950;62429869 ;1.94;86.00;
0.001496403;0.12; 32281797;61703976 ;1.91;100.00;
0.001530094;0.06; 31976425;61252971 ;1.92;78.19;
0.001538938;0.06; 31369703;61466873 ;1.96;85.96;
0.001644904;0.12; 32036760;60860021 ;1.90;68.29;
0.001371094;0.05; 25891159;59742968 ;2.31;100.00;
0.001375184;0.11; 25812774;46906194 ;1.82;79.04;
0.001509011;0.06; 26904346;60894006 ;2.26;100.00;
0.001564855;0.11; 29723375;46353961 ;1.56;100.00;
0.001564638;0.11; 26318938;62635418 ;2.38;52.73;
0.001523821;0.11; 27032211;60697637 ;2.25;68.18;
0.001472309;0.05; 23696541;44492865 ;1.88;77.03;
0.001478505;0.06; 25856756;59968454 ;2.32;71.74;
0.001494320;0.06; 24142409;44793900 ;1.86;76.54;
0.001485811;0.05; 18625046;44397989 ;2.38;68.52;
0.001411001;0.06; 18746310;43594216 ;2.33;50.00;
0.001367886;0.06; 23689740;43705144 ;1.84;72.30;
0.001414585;0.11; 18586988;44749311 ;2.41;67.00;
0.001394850;0.05; 20558474;45802426 ;2.23;0.00;
0.001452932;0.10; 18706864;44291583 ;2.37;0.00;
0.001370971;0.05; 18958911;44313890 ;2.34;100.00;
0.001416921;0.11; 21167132;42833423 ;2.02;100.00;
0.001375880;0.11; 18878205;45219463 ;2.40;75.00;
0.001606368;0.05; 18536619;44786453 ;2.42;40.63;
0.001367354;0.05; 18445723;44051829 ;2.39;72.09;
0.001430599;0.05; 20217707;48254274 ;2.39;60.00;
0.001367406;0.10; 22704100;52335095 ;2.31;67.45;
0.001371560;0.05; 18270566;44988806 ;2.46;44.00;
0.001492484;0.11; 18262428;44820957 ;2.45;65.82;
0.001501569;0.11; 18310326;45057632 ;2.46;74.18;
0.001399640;0.05; 18640882;46167492 ;2.48;73.44;
0.001373273;0.10; 20100733;46200783 ;2.30;64.49;
0.001385769;0.10; 18398665;44466281 ;2.42;72.90;
0.001383501;0.05; 20123715;46792416 ;2.33;64.02;
0.001925599;0.10; 18227841;42537097 ;2.33;54.84;
0.001366399;0.05; 19016406;44490199 ;2.34;52.17;
0.001463646;0.04; 20384858;34224682 ;1.68;56.25;
0.001367896;0.05; 19020186;44233748 ;2.33;67.42;
0.001394112;0.05; 18190395;44236322 ;2.43;71.75;
0.001374827;0.05; 19198393;44281419 ;2.31;77.42;
0.001481120;0.05; 18366930;44570027 ;2.43;65.42;
0.001530229;0.11; 18460732;43384623 ;2.35;69.21;
0.001547547;0.11; 18283265;43498010 ;2.38;72.83;
0.001415339;0.05; 18532292;42867597 ;2.31;67.43;
0.001390169;0.10; 18445311;44754235 ;2.43;66.03;
0.001399601;0.11; 18460375;44179587 ;2.39;63.27;
0.001435289;0.05; 18519279;44212918 ;2.39;73.11;
0.001379647;0.11; 18209863;44370468 ;2.44;71.39;
0.001475476;0.05; 18375915;44349618 ;2.41;0.00;
0.001384039;0.11; 18932813;44467392 ;2.35;50.00;
0.001598079;0.06; 18570300;44615733 ;2.40;66.67;
0.001387335;0.05; 19285688;44218111 ;2.29;64.78;
0.001428969;0.05; 19535661;46773242 ;2.39;73.56;
0.001470462;0.10; 20099955;45079249 ;2.24;68.00;
0.001370407;0.05; 19156812;45672831 ;2.38;75.00;
0.001389326;0.10; 18974187;44561765 ;2.35;58.82;
0.001378722;0.05; 18447005;44013279 ;2.39;77.42;
0.001392418;0.10; 17977037;44224386 ;2.46;39.39;
0.001385531;0.05; 19589518;45876818 ;2.34;58.93;
0.001394032;0.05; 18028205;43999606 ;2.44;65.80;
0.001460225;0.10; 18311934;44292421 ;2.42;66.66;
0.001392232;0.10; 18807367;44134091 ;2.35;62.85;
0.001387443;0.11; 18296224;44038614 ;2.41;73.05;
0.001348732;0.10; 18148362;42950498 ;2.37;60.00;
0.001376006;0.10; 19946163;46192036 ;2.32;74.62;
0.001387452;0.05; 19296145;44762478 ;2.32;100.00;
0.001414274;0.11; 18235579;43713074 ;2.40;74.53;
0.001435625;0.05; 18263311;44031359 ;2.41;77.42;
0.001375703;0.05; 19685692;45670013 ;2.32;65.70;
0.001374872;0.05; 18998571;42866161 ;2.26;100.00;
0.001396067;0.06; 18258425;43343354 ;2.37;73.53;
0.001391507;0.10; 20501468;45918134 ;2.24;74.00;
0.001603803;0.10; 18604909;43368558 ;2.33;50.00;
0.001381745;0.05; 22074231;43340078 ;1.96;64.43;
0.001452694;0.05; 18497906;43376626 ;2.34;100.00;
0.001447385;0.06; 18543729;42896902 ;2.31;100.00;
0.001446681;0.10; 20046655;45568346 ;2.27;74.39;
0.001384959;0.05; 18969887;43367031 ;2.29;70.83;
0.001416276;0.11; 18155694;43096536 ;2.37;100.00;
0.001466204;0.06; 18585451;44840816 ;2.41;73.90;
0.001427296;0.10; 18778250;47053004 ;2.51;58.77;
0.001372120;0.05; 18421573;44704180 ;2.43;68.42;
0.001365604;0.05; 21171557;46914772 ;2.22;42.86;
0.001382075;0.05; 18649398;44574631 ;2.39;75.00;
0.001387144;0.05; 23678539;43262443 ;1.83;65.73;
0.001367566;0.05; 18944469;45130029 ;2.38;73.78;
0.001386107;0.06; 20601601;43751213 ;2.12;68.00;
0.001414847;0.11; 18696187;44249352 ;2.37;61.91;
0.001382269;0.05; 18126235;43663188 ;2.41;68.52;
0.001387881;0.11; 18700513;44282691 ;2.37;75.00;
0.001376053;0.06; 18323742;44262091 ;2.42;65.45;
0.001371070;0.05; 18409899;44130180 ;2.40;62.18;
0.001422839;0.11; 18486271;43755646 ;2.37;50.53;
0.001369850;0.11; 18366005;43463677 ;2.37;66.85;
0.001392343;0.11; 25903314;45010903 ;1.74;65.11;
0.001371524;0.10; 18437650;43602231 ;2.36;71.12;
0.001684844;0.05; 18267896;43367763 ;2.37;67.55;
0.001372993;0.10; 18127496;43045249 ;2.37;71.54;
0.001346996;0.05; 22540425;43151636 ;1.91;100.00;
0.001370462;0.05; 18189979;42965413 ;2.36;42.86;
0.001602221;0.11; 18543615;42819718 ;2.31;64.90;
0.001501525;0.11; 18639724;42868167 ;2.30;65.95;
0.001368361;0.10; 18386469;43496545 ;2.37;65.03;
0.001444373;0.05; 17962271;42758315 ;2.38;70.83;
0.001386821;0.10; 18226533;43128452 ;2.37;64.55;
0.001375445;0.10; 19927432;46828399 ;2.35;72.98;
0.001369270;0.05; 19213601;44406569 ;2.31;68.78;
0.001397708;0.06; 19001714;43282076 ;2.28;65.75;
0.001453375;0.05; 18880290;44340843 ;2.35;50.00;
0.001369448;0.05; 20521910;46751405 ;2.28;61.54;
0.001413001;0.04; 20206258;45690837 ;2.26;68.61;
0.001419056;0.11; 19190012;43605368 ;2.27;64.73;
0.001417839;0.06; 19063453;45656638 ;2.39;0.00;
0.001391435;0.05; 18100090;44540652 ;2.46;77.42;
0.001382617;0.06; 18050681;43683345 ;2.42;54.52;
0.001423049;0.05; 18087976;44056929 ;2.44;76.47;
0.001389725;0.05; 18025146;42911553 ;2.38;100.00;
0.001375374;0.11; 21519019;43015326 ;2.00;63.91;
0.001390497;0.11; 18874186;44599051 ;2.36;73.75;
0.001371928;0.05; 18101482;44089955 ;2.44;67.22;
0.001405722;0.05; 18208148;43267242 ;2.38;64.81;
0.001396492;0.05; 24286148;44549169 ;1.83;74.40;
0.001390073;0.11; 18171165;43791241 ;2.41;64.95;
0.001348977;0.10; 18777436;43224437 ;2.30;57.60;
0.001451261;0.11; 18160159;44600954 ;2.46;73.58;
0.001414292;0.05; 18012480;43202577 ;2.40;65.33;
0.001396467;0.06; 23272497;42141957 ;1.81;65.42;
0.001372368;0.10; 18496602;43145204 ;2.33;56.25;
0.001436319;0.11; 18051811;42282360 ;2.34;63.16;
0.001377548;0.11; 18014636;41800746 ;2.32;62.16;
0.001385220;0.05; 18477705;43288625 ;2.34;60.00;
0.001557515;0.11; 18078050;43055303 ;2.38;64.21;
0.001569095;0.10; 18322141;42474772 ;2.32;65.40;
0.001369273;0.11; 18617460;44132260 ;2.37;73.90;
0.001441407;0.10; 18324109;42973774 ;2.35;65.06;
0.001371063;0.05; 18192826;43041163 ;2.37;65.92;
0.001374510;0.05; 18535774;43623932 ;2.35;100.00;
0.001380554;0.11; 18080887;42405757 ;2.35;64.03;
0.001592680;0.10; 18770018;44775488 ;2.39;74.43;
0.001585182;0.10; 20979491;45769816 ;2.18;57.29;
0.001601806;0.05; 18342121;43625996 ;2.38;0.00;
0.001407379;0.05; 18975961;44584131 ;2.35;65.20;
0.001382110;0.05; 18605061;43903916 ;2.36;50.00;
0.001374151;0.10; 20036710;46450693 ;2.32;76.53;
0.001371582;0.05; 19262615;46232776 ;2.40;80.56;
0.001409286;0.10; 18717531;47020142 ;2.51;64.75;
0.001367843;0.10; 18528480;45346403 ;2.45;64.40;
0.001435063;0.11; 18453874;44441979 ;2.41;72.96;
0.001400156;0.05; 18444817;45125358 ;2.45;63.72;
0.001366878;0.10; 20209864;48696707 ;2.41;56.25;
0.001380325;0.06; 23190241;44361504 ;1.91;73.39;
0.001371215;0.11; 24474816;45111036 ;1.84;56.25;
0.001422013;0.06; 18579280;44655880 ;2.40;75.00;
0.001380929;0.05; 18336447;44242053 ;2.41;66.03;
