Modelo,Configuracion,Accuracy,stdAccuracy,errorMetrico,values,error
GradientBoostingClassifier,[6 1 3 3 5],0.9145198142643048,0.008447463194879523,0.18531643206326417,"[ 0.91584158  0.89851485  0.91584158  0.92079208  0.90594059  0.92821782
  0.92059553  0.9057072   0.92059553  0.91315136]","[ 0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         0.          0.          0.          0.
  0.          0.          0.          3.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         1.5         0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  3.35410197  0.          0.          0.          0.          0.          1.5
  6.18465844  0.          0.          0.          2.12132034  0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          3.35410197
  0.          1.5         0.          0.          0.          0.          0.
  0.          2.12132034  0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          4.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          1.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          3.35410197  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  3.          0.          0.          0.          0.          0.          0.
  6.          0.          0.          0.          3.35410197  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          1.5         4.24264069  0.          3.          1.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          4.24264069  0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          3.35410197  0.          0.          3.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.35410197  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          4.5         0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          2.12132034  0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          4.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.        ]"
VotingClassifier,[6 1 3 3 5],0.9043590153059972,0.010358011118738953,0.19993967643632218,"[ 0.91584158  0.90594059  0.89108911  0.91336634  0.88861386  0.91831683
  0.91315136  0.89330025  0.9057072   0.89826303]","[ 0.          0.          3.35410197  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          3.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         1.5         0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  3.35410197  0.          0.          0.          0.          0.          1.5
  6.18465844  0.          0.          0.          2.12132034  0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          3.35410197  0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          4.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          0.          1.5         0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         3.35410197  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  4.24264069  0.          0.          0.          0.          0.          0.
  3.          0.          0.          0.          0.          0.          0.
  6.          0.          0.          0.          3.35410197  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          1.5         4.24264069  0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  4.24264069  0.          0.          4.24264069  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          3.35410197  0.          0.          3.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.35410197  0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          3.35410197  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          4.5         0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          2.12132034  0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          4.5         0.
  0.          0.          0.          0.          0.          0.
  4.74341649  0.          0.          0.          0.          0.          0.
  0.          0.          3.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.        ]"
RandomForestClassifier,[6 1 3 6 5],0.8927142962435202,0.01366064100269802,0.21656267505481805,"[ 0.88118812  0.88366337  0.89356436  0.89851485  0.87623762  0.92821782
  0.88833747  0.89578164  0.89578164  0.88585608]","[ 0.          0.          4.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  2.12132034  0.          1.5         0.          0.          0.          0.
  0.          0.          4.5         0.          0.          4.5         0.
  6.18465844  0.          0.          0.          3.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  1.5         0.          3.          0.          0.          0.          0.
  0.          0.          2.12132034  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  3.          0.          0.          0.          0.          1.5         0.
  0.          0.          0.          0.          0.          3.35410197
  1.5         0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          3.35410197  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          1.5
  3.35410197  1.5         0.          0.          0.          1.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          3.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          3.35410197
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          3.35410197  0.          2.12132034  0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          2.12132034  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          4.24264069
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          1.5         0.          0.          0.
  0.          0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          3.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          3.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         0.          1.5         0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          6.18465844  0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          1.5         0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          3.35410197
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          1.5         3.35410197  0.          0.
  0.          0.          0.          0.          0.          0.
  2.12132034  0.          1.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          3.35410197  0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  3.35410197  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  1.5       ]"
ExtraTreesClassifier,[6 1 3 3 5],0.8924716851337738,0.013310557146167074,0.19657507382715814,"[ 0.91089109  0.88366337  0.87128713  0.88861386  0.87376238  0.91089109
  0.90074442  0.89330025  0.90322581  0.88833747]","[ 0.          0.          3.35410197  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  3.35410197  0.          0.          0.          0.          0.          1.5
  6.18465844  0.          0.          0.          2.12132034  0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          1.5
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          3.35410197  0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          3.35410197  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          1.5         3.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  2.12132034  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  4.24264069  0.          0.          0.          0.          0.          0.
  3.          0.          0.          0.          0.          0.          0.
  6.          0.          0.          0.          3.35410197  0.          0.
  0.          0.          4.24264069  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          4.24264069
  0.          0.          0.          0.          0.          0.          0.
  0.          3.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  1.5         1.5         0.          0.          3.35410197  0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          4.24264069  0.          0.          4.24264069
  0.          3.35410197  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          1.5         0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          3.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          3.          0.          0.          0.          3.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          1.5         1.5
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          1.5         0.          1.5         0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          3.35410197  2.12132034
  0.          0.          0.          0.          0.          0.          0.
  1.5         0.          0.          0.          0.          0.          0.
  0.          3.35410197  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          2.12132034  0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          2.12132034  0.          0.
  0.          0.          0.          0.          0.          2.12132034
  0.          1.5         0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          6.18465844  0.          0.          0.          0.
  0.          0.          0.          4.74341649  0.          0.          0.
  0.          0.          0.          0.          0.          3.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.        ]"
