Model,mean_test_score,mean_fit_time,mean_score_time,values,params
SVC,0.75708793849111,8.538068628311157,0.03022887706756592,"[ 0.7793765   0.77458034  0.74759615  0.76682692  0.77163462  0.75721154
  0.73798077  0.72115385  0.76682692  0.74759615]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'linear', 'max_iter': 100000}"
SVC,0.75708793849111,8.595399332046508,0.030074191093444825,"[ 0.7793765   0.77458034  0.74759615  0.76682692  0.77163462  0.75721154
  0.73798077  0.72115385  0.76682692  0.74759615]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'linear', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9081441402435303,0.07181522846221924,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 10, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9119728088378907,0.07211117744445801,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 2, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.8999969482421875,0.07168586254119873,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.8933887720108032,0.07180280685424804,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9076347351074219,0.07204408645629883,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9084217071533203,0.07229175567626953,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 0.1, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9178436279296875,0.07193365097045898,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9144652605056762,0.07163784503936768,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': 100000}"
SVC,0.07087938491110043,0.9203987360000611,0.07273709774017334,"[ 0.07194245  0.06954436  0.06971154  0.06730769  0.05048077  0.09375
  0.06971154  0.08413462  0.05769231  0.07451923]","{'C': 1, 'decision_function_shape': 'ovr', 'gamma': 0.001, 'kernel': 'sigmoid', 'max_iter': 100000}"
